monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
18,1,0,0,0,0,0,3,2,13,389,52,3,0
14,1,0,0,0,0,0,13,1,18,79,13,3,0
3,1,0,0,0,0,0,5,0,2,65,14,0,0
0,0,0,0,0,0,0,4,2,0,67,17,0,0
0,0,0,0,0,0,0,2,0,0,39,13,1,0
0,0,0,0,0,0,0,1,2,2,42,10,0,0
0,0,0,0,0,0,0,5,0,3,59,15,3,0
0,0,0,0,0,0,0,4,0,0,57,12,0,0
2,1,0,0,0,0,0,3,0,0,31,5,0,0
0,0,0,0,0,0,0,2,1,1,32,9,0,0
0,0,0,0,0,0,0,0,1,6,47,12,0,0
0,0,0,0,0,0,0,0,0,0,59,19,1,0
0,0,0,0,0,0,0,1,1,1,39,15,0,0
0,0,0,0,0,0,0,3,0,5,58,9,1,0
0,0,0,0,0,0,0,0,0,0,45,10,0,0
19,2,0,0,0,0,0,1,0,3,48,7,0,0
1,1,0,0,0,0,0,5,0,6,46,8,0,0
0,0,0,0,0,0,0,2,0,12,33,6,0,0
0,0,0,0,0,0,0,1,0,0,33,6,0,0
0,0,0,0,0,0,0,2,1,2,29,7,0,0
0,0,0,0,0,0,0,6,0,7,32,8,0,0
0,0,0,0,0,0,0,0,1,0,15,2,0,0
10,2,0,0,0,0,0,0,0,0,30,7,1,0
0,0,0,0,0,0,0,1,0,2,27,3,1,0
4,1,0,0,0,0,0,1,0,2,33,2,0,0
27,2,1,0,1,1,0,0,1,0,24,7,0,1
0,0,0,0,0,0,0,0,0,0,25,3,0,0
1,1,1,1,0,0,0,1,2,3,22,3,0,0
5,1,0,0,0,0,0,2,0,4,32,5,0,0
0,0,0,0,0,0,0,2,2,3,20,4,0,0
0,0,0,0,0,0,0,0,0,0,15,5,0,0
