monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
191,9,0,0,0,0,0,0,1,2,0,0,2,8
102,9,5,4,1,1,40,0,1852,121,41,7,4,14
68,8,19,8,0,0,195,0,25,97,38,13,1,13
116,7,16,14,0,0,165,0,44,204,33,8,2,3
117,10,12,13,0,0,92,0,30,129,29,9,1,7
40,6,4,3,1,1,47,0,17,79,37,1,0,19
74,7,18,7,0,0,172,0,26,122,32,5,0,17
219,8,16,19,1,1,227,0,41,268,75,5,0,5
58,6,8,17,0,0,142,0,35,200,50,2,0,8
105,5,12,5,0,0,94,0,15,122,57,12,0,7
85,8,9,8,4,3,128,0,28,166,48,3,1,15
185,7,6,7,1,1,69,0,40,179,48,8,0,9
183,11,15,15,3,3,200,0,46,236,42,6,0,4
248,8,16,9,5,3,158,0,47,219,60,3,0,1
103,9,2,4,2,1,60,0,35,161,41,7,0,3
116,8,6,1,2,2,16,0,11,25,56,5,0,1
61,6,8,3,3,2,43,0,17,49,31,7,0,12
12,7,10,1,2,2,49,0,6,18,26,7,0,10
99,8,13,12,4,2,118,0,33,132,35,3,0,6
269,9,11,10,5,2,131,0,41,171,31,6,1,14
101,7,14,6,4,2,106,0,24,79,26,6,1,6
166,9,15,14,4,3,107,0,47,208,33,8,2,2
55,6,10,6,3,2,54,0,15,61,44,2,0,16
146,8,11,2,4,3,82,0,19,68,31,2,0,15
124,10,11,16,3,3,168,0,43,196,48,2,0,8
245,10,16,15,3,3,98,0,38,131,69,8,0,5
154,9,12,8,3,1,70,0,40,187,58,7,0,2
94,6,6,5,1,1,59,1,23,126,31,5,1,3
71,7,7,2,3,2,51,0,29,128,39,2,1,2
33,9,7,3,4,4,42,0,12,41,39,1,0,6
73,9,5,2,5,3,35,0,31,123,42,5,0,4
141,9,10,6,3,3,57,0,30,86,51,3,0,7
99,7,8,4,3,1,96,1,24,106,58,6,0,5
80,6,14,7,3,2,110,0,33,134,50,4,0,3
69,8,13,5,5,5,88,0,17,51,50,2,0,8
83,8,6,3,3,3,35,1,19,83,44,1,0,11
121,7,12,8,5,2,76,0,45,200,54,2,0,4
159,9,19,11,5,2,138,3,35,175,45,8,0,6
162,6,12,4,8,3,112,1,30,92,44,11,0,1
104,8,8,6,6,4,82,1,24,111,47,7,0,0
63,5,6,1,3,2,113,1,7,56,42,8,0,2
24,3,5,0,1,1,37,0,2,7,40,5,0,11
59,10,13,2,8,4,41,0,16,15,20,4,0,7
53,11,14,11,10,4,122,0,31,137,46,7,0,5
82,10,17,7,10,3,202,3,36,184,45,5,0,7
89,8,23,5,12,4,300,9,31,279,59,8,0,3
108,6,13,7,5,2,188,4,32,212,34,4,0,9
90,8,14,3,10,3,249,6,22,281,38,8,0,4
95,10,15,9,5,3,137,5,26,140,37,8,0,3
