monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
80,1,0,0,0,0,0,2,3,24,1,0,0,0
68,2,1,0,1,1,2,0,1,1,0,1,1,0
24,1,0,0,0,0,0,0,0,0,2,0,0,0
70,5,6,0,6,1,20,2,19,59,73,4,0,0
26,2,2,0,2,1,2,0,8,15,30,1,0,0
1,1,0,0,0,0,0,2,1,12,16,0,0,0
14,5,7,0,6,1,45,0,9,22,10,2,0,0
20,2,6,0,6,1,29,2,10,61,5,1,0,1
119,4,16,0,13,1,74,7,19,69,11,2,0,0
13,2,3,1,3,1,11,0,7,13,46,0,1,0
6,3,2,0,3,1,8,2,3,10,13,1,0,0
0,0,0,0,0,0,0,0,1,6,10,2,0,0
36,2,2,0,2,1,2,1,2,1,17,3,0,1
5,4,3,0,1,1,10,0,2,3,11,2,0,0
33,2,7,1,8,1,36,4,15,59,21,0,1,0
8,1,3,0,3,1,13,2,6,23,21,2,0,3
0,0,1,0,0,0,0,1,1,11,9,1,1,2
58,2,12,3,10,1,58,2,15,36,18,6,0,0
3,3,2,2,1,1,17,1,4,15,8,3,1,0
2,2,1,0,1,1,7,0,1,1,15,2,0,0
8,1,3,0,3,1,21,2,5,16,15,3,0,0
56,7,12,0,12,1,28,3,20,53,19,3,0,0
43,6,12,0,10,1,44,2,18,55,24,2,0,0
12,3,2,0,2,1,11,5,2,23,13,2,0,0
14,1,2,0,4,1,4,0,7,16,18,3,0,1
4,3,2,0,2,1,8,0,4,10,12,3,0,0
7,2,5,1,3,1,10,0,8,13,31,3,0,0
4,2,2,0,2,1,14,1,5,30,15,3,0,0
15,4,3,0,2,1,10,3,4,40,14,3,1,0
2,2,3,0,0,0,1,0,0,0,15,1,1,0
0,0,0,0,0,0,0,1,0,6,17,3,0,0
44,6,12,0,15,1,65,2,40,209,54,4,0,0
42,6,17,0,17,4,64,3,30,124,24,5,0,0
40,9,22,0,18,3,65,7,20,62,20,4,0,1
16,6,5,0,6,3,22,6,10,30,20,2,0,0
9,5,6,1,4,3,24,0,6,13,7,4,0,0
14,3,2,0,2,1,21,3,4,52,28,2,0,1
1,1,0,0,1,1,1,4,3,9,17,2,0,0
6,2,5,1,3,2,7,3,7,12,15,3,0,1
4,2,2,0,1,1,4,0,3,15,12,2,0,0
