monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
89,4,5,2,2,1,18,1,28,154,44,6,3,0
46,3,3,1,1,1,4,1,8,29,36,6,4,0
46,4,1,0,1,1,8,3,14,102,18,4,2,0
114,7,0,0,2,1,2,6,45,298,51,3,2,0
95,2,1,0,0,0,4,4,43,228,70,6,2,0
22,1,0,0,0,0,0,10,30,180,39,5,2,0
58,2,0,0,0,0,0,9,13,102,37,0,2,0
63,1,0,0,0,0,0,14,55,354,36,5,0,1
34,1,1,0,0,0,8,7,45,161,31,5,0,1
41,3,2,1,1,1,4,11,17,202,20,5,1,1
25,2,5,1,1,1,7,3,6,59,21,1,0,0
31,1,1,1,0,0,18,7,33,198,21,5,1,0
54,4,2,0,1,1,0,6,24,132,18,7,1,0
94,5,1,0,1,1,9,15,42,299,32,8,0,2
78,5,2,0,1,1,3,5,18,74,29,8,0,2
165,6,6,2,2,1,40,10,49,287,23,5,4,1
221,6,9,2,6,1,10,21,51,267,36,9,4,0
232,5,3,1,1,1,25,8,19,102,36,4,1,1
313,8,6,0,3,2,35,16,71,380,46,10,2,0
357,8,7,1,8,2,14,14,51,258,37,4,0,5
250,6,9,0,3,1,18,22,46,357,45,11,2,2
261,7,5,5,3,1,43,15,67,479,50,8,2,2
228,7,6,2,3,2,42,17,76,365,37,7,0,0
228,6,3,2,1,1,13,33,44,302,43,6,1,2
403,6,0,0,0,0,0,16,17,192,37,5,2,3
350,8,4,2,1,1,31,23,116,786,29,8,1,1
412,9,5,3,1,1,32,30,189,1000,56,9,1,4
316,6,5,1,0,0,35,30,62,336,60,10,1,1
422,9,6,4,3,2,21,54,116,813,58,11,0,6
421,8,4,1,3,2,14,56,108,751,51,6,0,2
353,11,18,6,8,2,66,71,157,930,104,26,0,4
275,10,4,2,3,3,35,65,60,355,80,16,0,6
311,8,5,4,1,1,27,45,40,319,56,21,3,3
345,10,10,6,2,2,29,68,192,1280,76,18,1,2
293,8,9,3,3,2,28,83,76,673,76,19,0,8
278,8,7,2,0,0,15,60,45,402,64,17,0,4
243,11,5,8,4,2,19,66,76,383,52,13,0,11
352,10,20,4,1,1,59,79,56,408,61,22,0,7
282,12,10,11,11,4,103,71,109,642,89,22,0,3
257,8,7,7,1,1,40,70,115,658,79,26,0,3
