monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
118,1,0,0,0,0,0,0,5,32,115,3,0,0
24,1,0,0,0,0,0,0,1,8,44,1,0,0
28,2,1,0,1,1,2,0,2,9,14,3,0,0
0,0,0,0,0,0,0,0,0,0,12,0,2,0
7,1,0,0,0,0,0,0,1,5,6,0,0,0
32,2,1,0,1,1,0,0,2,19,6,2,0,0
54,1,0,0,0,0,0,0,0,0,6,0,0,0
46,1,0,0,0,0,0,0,6,33,1,1,0,0
31,1,0,0,0,0,0,1,7,48,455,16,0,0
6,1,0,0,0,0,0,2,0,4,117,8,0,0
16,1,0,0,0,0,0,0,1,2,15,3,0,0
22,1,0,0,0,0,0,0,1,6,126,12,0,0
5,1,0,0,0,0,0,0,0,0,107,7,0,0
12,1,0,0,0,0,0,0,2,17,24,1,0,0
44,1,0,0,0,0,0,1,1,7,29,5,0,0
56,1,0,0,0,0,0,5,2,15,33,4,0,0
34,1,0,0,0,0,0,2,1,6,51,2,0,0
