monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
136,1,4,1,3,1,0,0,4,0,9,19,4,0
0,0,0,0,0,0,0,0,0,0,4,1,9,0
0,0,0,0,0,0,0,0,0,0,2,1,6,0
1,1,0,0,0,0,0,0,0,0,2,2,3,0
0,0,0,0,0,0,0,0,0,0,2,4,4,0
2,1,0,0,0,0,0,0,0,0,2,2,4,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0
18,1,0,0,0,0,0,0,0,0,5,2,2,1
65,1,0,0,0,0,0,0,0,0,5,3,5,0
90,1,2,1,1,1,0,0,3,1,102,33,9,0
241,1,2,0,1,1,2,0,7,18,54,25,13,0
194,1,20,0,21,1,6,0,32,42,33,12,7,3
137,1,10,0,7,1,0,0,25,27,27,14,8,0
177,1,1,3,1,1,0,0,6,2,54,20,11,1
353,1,8,0,8,1,0,0,24,29,54,24,5,3
322,4,64,1,63,1,12,2,92,26,56,19,6,1
180,3,56,3,52,1,8,0,74,54,62,29,3,2
185,5,51,1,49,1,2,1,64,9,99,23,3,1
364,6,31,2,29,1,8,1,65,100,153,67,11,0
207,1,1,1,1,1,2,1,14,73,107,40,2,1
111,1,0,0,0,0,0,2,1,5,67,33,4,0
48,1,1,1,0,0,0,0,1,0,104,47,3,1
64,2,2,0,1,1,4,0,3,4,72,40,3,5
334,7,55,1,55,2,12,0,60,24,79,38,7,0
580,10,162,5,157,2,56,1,166,56,61,22,2,1
351,5,75,0,74,1,5,2,82,50,103,49,3,1
184,5,31,1,31,1,5,2,46,79,135,33,2,0
179,4,38,1,37,1,8,1,45,24,52,19,1,2
158,5,35,0,34,1,2,1,38,19,61,32,2,0
101,4,29,2,28,1,2,1,31,15,65,30,4,1
122,4,29,0,30,1,2,1,32,7,79,35,3,0
226,10,40,1,38,2,27,4,45,30,141,42,2,2
