monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
24,3,1,1,0,0,2,0,4,8,55,9,3,1
9,2,0,0,0,0,0,1,11,25,26,2,1,0
12,5,1,1,0,0,4,0,8,10,9,2,1,0
0,0,1,0,0,0,2,0,1,2,18,3,2,0
0,0,0,0,0,0,0,0,0,0,11,1,2,1
0,0,0,0,0,0,0,0,2,4,9,2,1,0
0,0,1,1,0,0,2,0,2,5,39,9,0,0
0,0,0,0,0,0,0,0,0,0,11,1,2,0
0,0,0,0,0,0,0,1,1,2,7,0,2,1
35,2,0,0,0,0,0,0,15,31,58,1,1,0
7,2,0,1,0,0,2,0,5,12,28,4,1,0
2,2,0,0,0,0,0,0,2,9,18,2,4,0
1,1,0,0,0,0,0,0,0,0,13,0,0,2
2,2,0,0,0,0,0,0,1,4,13,4,0,0
12,2,2,2,0,0,0,1,9,42,24,2,0,0
2,2,0,0,0,0,0,0,10,29,10,1,0,0
0,0,0,0,0,0,0,0,0,0,7,2,3,0
0,0,0,0,0,0,0,3,0,58,18,1,0,1
0,0,0,0,0,0,0,0,0,0,10,1,0,0
2,2,1,1,0,0,4,0,1,2,10,3,0,1
0,0,0,0,0,0,0,0,3,2,8,3,0,0
0,0,1,1,0,0,0,1,4,18,36,3,1,0
0,0,0,0,0,0,0,0,1,6,16,1,0,0
0,0,0,0,0,0,0,0,0,0,16,2,0,0
0,0,0,0,0,0,0,0,0,0,16,1,1,0
14,4,0,0,0,0,0,1,3,17,13,2,0,0
0,0,0,0,0,0,0,0,0,0,15,2,2,0
16,2,1,0,0,0,0,1,0,6,10,1,3,0
17,2,0,0,0,0,0,0,0,0,8,0,0,0
87,6,2,0,3,1,0,2,37,195,28,2,0,0
6,2,0,0,0,0,0,0,1,6,14,1,0,0
0,0,0,0,0,0,0,1,0,2,12,1,0,0
0,0,0,0,0,0,0,1,1,8,21,2,0,0
9,3,0,0,0,0,0,1,4,16,12,3,0,3
267,3,0,0,0,0,0,0,2,0,44,5,1,2
218,6,6,3,1,1,16,13,70,291,351,18,1,0
172,4,0,2,0,0,4,3,18,65,71,6,0,0
42,2,0,0,0,0,0,5,3,27,42,1,0,0
7,2,0,0,0,0,0,2,2,10,38,3,0,0
0,0,0,0,0,0,0,4,13,56,34,7,0,0
1,1,0,0,0,0,0,1,2,19,63,5,1,0
6,2,0,0,0,0,0,6,2,51,57,5,0,0
3,1,0,0,0,0,0,4,12,111,143,8,1,0
141,3,0,0,0,0,0,0,11,23,62,1,1,0
19,3,0,0,0,0,0,1,1,5,64,7,0,0
26,2,0,0,0,0,0,3,10,88,83,4,1,0
29,4,0,0,0,0,0,4,4,42,60,4,0,0
69,3,0,0,0,0,0,5,37,202,59,6,0,0
9,2,0,0,0,0,0,2,10,38,51,8,0,0
1,1,1,0,1,1,6,3,10,88,61,5,0,0
0,0,0,0,0,0,0,7,3,44,59,5,0,0
9,2,0,0,0,0,0,8,5,36,47,7,0,0
0,0,0,0,0,0,0,6,7,45,40,4,0,0
0,0,0,0,0,0,0,5,4,28,59,2,0,0
0,0,0,0,0,0,0,3,3,17,59,8,0,0
18,2,0,0,0,0,0,5,6,70,86,5,0,0
