monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
23,3,3,1,2,1,2,0,10,2,18,3,6,0
21,2,1,0,1,1,2,0,3,11,30,5,5,1
33,2,3,0,2,1,0,0,3,1,12,0,3,0
23,2,1,1,1,1,0,0,4,2,18,6,0,1
31,4,4,0,4,1,8,0,5,5,19,5,7,0
14,2,2,1,1,1,2,0,2,1,17,6,3,0
40,3,2,0,1,1,4,0,1,1,28,3,4,0
24,2,3,0,4,1,2,0,4,2,38,5,3,0
64,2,4,0,4,1,0,0,5,1,23,5,2,2
37,4,7,0,6,1,9,0,6,4,49,12,3,0
17,2,4,2,3,1,5,0,5,3,26,8,0,0
11,3,1,0,1,1,0,1,1,15,37,15,2,0
16,3,5,0,5,1,0,0,6,5,31,12,3,1
57,2,2,0,2,1,0,0,3,3,38,9,4,0
55,2,3,1,2,1,2,0,8,15,29,8,4,2
68,2,2,0,1,1,2,0,3,3,33,7,2,0
115,2,3,2,2,1,6,0,11,19,36,7,3,0
126,2,3,0,3,1,0,0,5,3,36,7,5,0
18,3,4,0,1,1,0,0,1,0,39,10,4,1
34,2,6,0,9,1,0,0,12,24,34,6,0,0
27,3,4,1,3,1,10,0,6,7,39,8,1,0
44,2,2,0,2,1,2,1,18,26,44,9,4,0
9,1,0,0,0,0,0,0,0,0,48,9,1,0
19,2,3,0,2,1,0,0,4,3,75,14,5,2
103,4,4,0,5,1,0,0,11,5,75,12,5,0
81,3,10,2,7,1,2,0,17,51,55,16,2,0
29,2,3,0,4,1,4,0,11,14,38,7,1,0
32,3,3,0,3,1,4,1,6,12,44,12,8,0
8,1,1,0,0,0,2,2,1,2,53,11,1,0
7,1,0,0,0,0,0,0,1,6,41,13,2,1
20,3,4,0,4,1,0,0,8,7,67,12,1,0
24,4,14,1,5,1,14,1,12,9,66,14,0,0
8,3,2,0,1,1,0,2,6,23,78,12,1,0
12,3,3,0,3,1,6,2,8,12,75,15,2,0
36,4,2,0,2,1,3,1,4,9,65,19,4,1
29,4,5,0,4,1,2,0,6,5,92,12,3,0
57,1,0,1,3,1,11,1,15,54,61,13,1,1
36,1,0,0,2,1,1,0,3,3,66,14,1,0
77,3,3,1,2,1,2,0,32,85,76,7,1,1
4,1,0,0,0,0,0,1,9,33,77,12,3,0
10,1,2,1,0,0,12,2,7,31,78,13,1,2
3,2,1,0,1,1,0,0,1,0,68,13,2,0
