monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
8,2,1,0,1,1,2,0,1,1,3,1,1,0
8,1,0,0,0,0,0,0,0,0,1,1,2,0
12,1,0,0,0,0,0,0,0,0,0,1,0,0
13,1,0,0,0,0,0,0,0,0,1,0,2,0
22,1,0,0,0,0,0,0,0,0,3,0,1,0
26,3,4,0,4,1,46,0,6,34,8,2,0,0
11,3,1,0,1,1,2,0,7,28,5,4,1,0
15,3,0,0,0,0,0,0,6,15,12,7,0,0
2,2,0,0,0,0,0,2,7,36,10,6,1,0
0,0,0,0,0,0,0,0,1,2,16,6,0,0
5,1,0,0,0,0,0,0,1,1,21,4,0,0
10,1,0,0,0,0,0,0,12,31,23,6,0,0
0,0,0,0,0,0,0,2,2,13,52,10,1,0
1,1,0,0,0,0,0,1,6,31,45,7,0,1
8,1,0,0,0,0,0,1,6,29,52,9,0,0
6,2,2,1,1,1,16,1,2,13,41,6,0,0
6,2,0,0,0,0,0,1,0,0,45,8,0,0
10,1,0,0,0,0,0,0,3,5,83,10,0,4
25,1,0,0,0,0,0,0,2,5,40,8,0,0
53,8,9,4,5,1,38,1,28,187,47,17,0,0
30,5,3,0,3,1,22,2,8,32,65,9,0,0
17,3,2,0,2,1,4,0,4,18,39,6,2,0
16,3,3,0,3,1,16,2,7,45,54,12,0,0
15,1,0,0,0,0,0,2,1,18,45,12,2,0
0,0,0,0,0,0,0,0,1,2,49,12,0,0
19,5,4,0,4,1,8,3,7,41,61,10,0,0
10,3,1,0,1,1,4,0,1,2,60,15,0,1
9,1,0,0,0,0,0,0,7,15,59,15,0,0
