monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
9,4,4,0,2,1,34,0,2,11,21,7,3,0
18,6,1,0,2,1,6,0,2,5,18,8,0,0
11,3,2,0,2,1,4,3,2,16,23,17,0,0
12,3,3,0,1,1,10,0,4,20,44,12,1,0
9,4,3,0,2,1,13,2,12,83,26,12,0,0
7,3,1,0,1,1,2,2,4,34,22,7,0,1
6,2,1,0,0,0,8,2,3,36,19,17,0,3
5,3,3,1,0,0,10,1,2,8,23,9,0,2
20,6,6,3,6,2,31,2,18,69,19,9,0,1
0,0,7,2,0,0,43,3,7,33,34,24,1,2
3,3,3,1,1,1,22,2,7,38,25,16,2,1
1,1,4,2,0,0,9,2,3,10,31,16,0,1
10,3,6,1,1,1,17,4,5,23,36,20,0,2
13,4,3,1,0,0,28,2,46,413,31,16,2,1
30,5,14,2,13,4,74,2,36,158,33,18,0,0
5,1,5,1,2,1,23,2,5,26,29,18,1,7
8,7,4,0,2,2,14,1,10,67,16,22,0,3
19,5,5,7,6,2,38,0,32,182,29,20,1,1
10,6,5,3,1,1,29,1,12,94,30,19,0,1
4,3,5,1,3,2,30,4,11,91,32,20,0,0
15,1,1,1,3,1,17,0,23,116,24,13,0,1
3,3,1,0,2,2,15,2,13,79,25,16,1,0
4,2,3,1,2,2,17,3,10,80,23,12,0,0
6,4,2,0,0,0,3,3,11,49,27,24,0,0
1,1,2,0,1,1,10,1,3,18,22,14,0,0
1,1,4,0,0,0,12,0,5,28,17,18,0,4
0,0,1,0,0,0,4,2,8,37,24,12,0,1
23,2,2,4,3,1,47,0,93,478,23,14,0,0
7,4,6,1,3,1,23,5,14,113,21,14,0,1
2,2,1,0,1,1,3,2,29,90,14,8,2,1
4,1,2,1,0,0,13,1,10,48,21,15,1,1
1,1,2,1,1,1,11,2,8,25,21,13,0,1
0,0,3,1,0,0,21,1,6,21,19,15,0,0
6,2,2,1,2,1,27,2,17,80,22,11,0,5
1,1,0,0,1,1,4,1,6,34,9,14,1,4
13,4,11,5,8,2,42,0,24,102,24,22,0,2
9,3,6,4,6,2,37,0,28,103,25,17,0,9
2,1,5,2,2,2,14,0,12,43,15,20,0,1
3,2,2,9,1,1,45,1,63,331,25,18,0,2
0,0,0,1,0,0,2,0,11,57,13,13,1,0
0,0,1,2,0,0,7,0,10,46,14,12,0,0
3,3,2,0,1,1,5,1,16,78,13,14,0,1
0,0,1,0,0,0,2,0,8,22,11,13,0,1
2,2,1,1,2,1,5,0,10,64,13,14,0,0
2,1,2,1,2,1,13,0,13,36,14,11,0,1
0,0,0,0,0,0,0,0,3,7,16,12,0,0
0,0,1,1,0,0,4,0,5,14,14,7,0,0
0,0,0,0,0,0,0,0,4,16,14,10,0,0
2,1,1,0,0,0,3,0,6,23,11,8,0,5
