monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
29,2,0,0,0,0,0,7,3,6,0,0,1,0
19,2,0,0,0,0,0,0,0,0,0,0,2,2
61,2,0,0,0,0,0,0,1,1,0,0,1,0
22,4,3,2,1,1,2,1,9,9,1031,52,0,0
11,4,3,0,1,1,27,6,6,54,304,36,0,1
6,3,2,0,2,2,1,0,2,0,58,6,1,0
18,3,2,1,3,2,20,0,5,17,45,7,0,0
0,0,0,0,0,0,0,0,0,0,22,6,0,0
0,0,0,0,0,0,0,0,0,0,18,5,0,0
41,2,2,0,1,1,30,1,1,19,35,8,1,0
2,1,0,0,0,0,0,0,0,0,25,3,0,0
1,1,1,0,0,0,1,0,0,0,84,7,0,0
2,2,0,0,0,0,0,0,2,4,24,4,0,0
5,5,1,0,1,1,4,0,2,2,42,8,0,1
109,6,0,0,0,0,0,0,0,0,24,2,0,0
36,5,2,1,0,0,1,0,1,0,20,6,0,0
2,1,2,0,0,0,2,0,1,3,73,10,1,0
4,1,0,0,3,1,3,0,5,7,22,6,0,0
0,0,0,0,0,0,0,0,0,0,17,6,1,0
0,0,0,0,0,0,0,0,0,0,12,6,1,0
0,0,0,0,0,0,0,0,0,0,21,5,0,0
19,3,0,0,0,0,0,1,0,0,11,8,0,0
30,4,1,0,0,0,2,0,0,0,15,1,0,2
24,5,2,0,2,1,5,0,3,3,13,8,0,0
30,4,3,2,2,2,25,0,7,16,22,2,0,0
22,1,1,0,1,1,8,1,6,21,38,6,0,0
4,1,0,0,1,1,1,0,2,1,25,4,0,1
29,2,0,0,0,0,0,0,3,13,26,3,0,0
27,3,5,1,3,2,2,1,7,7,17,2,0,0
11,2,1,0,1,1,1,2,3,3,19,8,1,0
18,4,0,0,0,0,0,0,6,21,15,3,0,0
0,0,0,0,0,0,0,0,0,0,11,6,0,0
2,1,1,0,0,0,0,1,0,2,12,3,0,0
1,1,0,0,0,0,0,1,0,3,18,1,0,0
1,1,0,0,1,1,0,1,1,7,15,1,0,0
0,0,0,0,0,0,0,1,0,2,21,6,0,0
0,0,0,0,0,0,0,1,1,5,17,1,0,0
0,0,0,0,0,0,0,0,0,0,26,4,0,0
0,0,0,0,0,0,0,0,1,3,28,5,0,0
10,3,0,0,0,0,0,0,2,2,12,4,0,0
1,1,0,0,0,0,0,0,0,0,15,1,0,0
