monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
62,2,3,1,2,1,0,0,3,0,1,2,2,0
27,2,1,0,1,1,0,0,1,0,1,0,3,0
42,4,1,0,0,0,0,0,0,0,2,2,4,0
67,5,2,0,1,1,0,0,1,0,4,5,1,1
75,7,2,0,2,1,1,0,2,0,5,1,0,0
50,4,2,1,0,0,1,0,1,0,5,2,4,3
31,5,4,0,2,1,1,0,2,0,27,3,0,0
55,8,7,3,7,3,1,0,10,1,5,7,2,0
43,5,1,0,1,1,0,0,1,0,5,2,2,0
48,5,0,0,0,0,0,0,3,4,5,8,2,0
43,5,1,0,1,1,2,0,1,1,18,0,1,0
50,7,3,0,3,2,4,2,3,4,11,7,4,0
29,5,2,0,1,1,6,0,1,3,21,5,3,0
19,5,1,0,0,0,1,0,0,0,10,7,2,0
35,6,4,0,4,2,8,0,6,11,76,27,2,2
93,6,10,0,11,2,25,0,17,31,20,4,1,0
55,5,2,2,0,0,4,0,4,5,18,9,0,0
6,3,1,0,1,1,1,0,1,0,23,8,2,2
17,6,1,0,1,1,8,1,6,15,21,13,1,0
196,16,21,2,20,2,69,1,50,106,229,23,2,2
108,12,19,0,17,2,68,1,40,103,87,29,2,1
95,8,17,2,15,3,42,1,32,77,35,14,3,1
163,19,23,1,20,1,121,3,32,117,398,59,2,3
225,18,32,1,33,3,110,1,61,207,119,24,0,0
204,14,33,3,28,3,268,4,69,289,59,17,0,2
211,15,40,0,42,3,200,4,86,320,56,10,1,1
235,16,40,2,36,4,118,7,69,187,88,21,0,5
210,13,34,1,34,2,98,5,76,261,53,10,0,3
166,22,61,5,53,3,192,5,93,220,77,18,2,3
60,13,44,3,39,3,198,13,77,235,81,13,0,2
75,18,63,3,61,3,298,12,88,278,108,26,0,3
57,12,41,2,37,1,166,6,77,222,97,18,0,1
35,12,30,3,25,1,109,16,64,186,56,8,1,4
42,13,22,1,19,2,87,9,36,115,89,18,0,4
29,14,14,4,17,3,79,11,45,135,54,15,0,1
29,9,19,4,18,1,98,9,82,337,76,16,0,1
26,9,18,1,14,4,108,30,44,210,67,14,0,0
25,11,13,1,14,1,33,11,24,79,47,10,0,1
3,3,2,0,3,1,7,7,5,31,42,8,0,0
9,5,9,1,5,1,50,7,16,74,52,11,0,0
13,1,3,0,0,0,4,6,3,16,59,9,0,3
11,3,2,0,0,0,10,3,6,20,46,11,0,2
