monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
15,1,0,0,0,0,0,2,66,185,3,0,3,0
0,0,2,1,0,0,2,0,1,0,10,1,1,0
0,0,0,0,0,0,0,0,0,0,8,1,2,0
2,1,0,0,0,0,0,0,3,4,13,3,1,0
0,0,0,0,0,0,0,0,0,0,14,2,1,0
0,0,0,0,0,0,0,1,1,3,9,3,2,0
0,0,0,0,0,0,0,0,0,0,14,4,2,0
0,0,0,0,0,0,0,0,0,0,10,3,2,0
1,1,0,0,0,0,0,0,6,9,24,6,3,0
0,0,0,0,0,0,0,0,0,0,20,1,4,0
1,1,0,0,0,0,0,1,0,3,19,6,1,0
0,0,0,0,0,0,0,0,0,0,15,2,0,0
0,0,0,0,0,0,0,0,0,0,13,10,4,0
0,0,0,0,0,0,0,1,0,5,7,4,0,0
0,0,0,0,0,0,0,0,0,0,13,8,0,1
0,0,0,0,0,0,0,1,0,1,15,2,1,0
1,1,0,1,0,0,2,0,1,2,13,6,3,0
0,0,0,0,0,0,0,0,0,0,20,5,1,0
0,0,0,0,0,0,0,2,0,2,20,4,0,0
0,0,0,0,0,0,0,1,0,6,15,8,0,0
3,1,1,0,0,0,0,6,4,33,21,4,2,0
0,0,0,0,0,0,0,1,1,20,21,11,1,0
