monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
41,8,0,0,0,0,0,0,6,18,1,2,0,0
42,2,0,0,0,0,0,0,7,37,29,2,0,0
16,3,0,0,0,0,0,0,7,27,37,3,0,0
46,6,0,0,0,0,0,0,14,73,72,0,0,0
41,6,0,0,0,0,0,0,35,298,28,0,0,0
213,24,0,0,0,0,0,0,25,177,31,3,0,0
119,19,0,0,0,0,0,1,37,203,32,11,0,0
111,13,1,0,0,0,14,1,30,108,26,2,0,0
161,12,0,0,0,0,0,1,18,46,29,3,0,0
58,9,0,0,0,0,0,0,12,78,29,4,1,5
103,13,2,0,0,0,34,0,59,289,30,4,0,6
161,20,42,5,31,4,476,1,87,510,34,5,0,4
127,12,22,6,14,3,303,0,83,477,37,1,0,10
234,8,22,4,12,2,164,1,41,129,23,1,0,14
260,9,15,10,9,1,144,1,34,198,34,4,0,2
157,17,31,14,19,2,152,1,63,215,39,6,0,3
107,15,13,2,7,2,48,0,60,283,27,4,0,8
116,8,21,3,19,3,134,1,42,124,28,4,0,4
110,12,33,8,19,2,232,1,42,217,27,2,1,6
138,11,55,4,57,2,183,1,96,254,36,3,2,5
143,8,30,6,25,2,182,2,64,340,45,6,0,1
84,10,17,5,15,2,51,2,41,157,26,2,1,5
93,11,15,1,9,2,81,0,18,69,36,7,0,4
56,8,19,5,16,2,77,1,41,166,31,2,0,1
222,13,21,4,16,2,128,1,31,62,64,6,0,8
177,18,25,1,22,2,203,4,44,271,39,7,1,4
198,23,24,8,20,2,203,0,59,245,47,2,1,0
181,16,16,4,10,1,97,1,26,83,32,4,0,2
175,10,6,0,4,1,37,3,10,63,30,4,0,0
121,7,5,2,3,1,56,3,88,385,23,2,1,1
187,13,1,0,1,1,26,1,11,64,44,6,0,11
122,11,14,1,17,2,58,2,33,97,39,3,0,4
321,17,66,11,53,2,230,4,72,122,48,3,0,2
118,14,27,4,24,1,125,6,39,210,25,4,0,2
