monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
384,2,1,0,1,1,0,0,1,0,0,0,0,0
317,3,6,0,6,1,16,0,16,46,0,0,0,0
344,3,11,0,11,1,52,2,43,196,0,0,0,0
217,3,2,0,2,1,4,1,9,48,0,0,0,0
277,3,7,0,7,1,26,0,10,17,0,0,0,0
241,2,5,0,5,1,4,0,17,50,0,0,0,0
194,2,5,0,5,1,4,0,14,39,0,0,0,0
200,2,5,0,5,1,0,0,10,12,0,0,0,0
98,2,6,0,6,1,12,1,18,95,0,0,0,0
100,5,6,0,5,2,32,1,9,39,21,0,0,0
191,1,6,0,6,1,26,1,10,38,47,3,0,0
11,1,2,0,1,1,4,0,2,1,7,0,0,0
181,2,3,0,2,1,18,0,6,17,4,2,1,1
155,2,10,0,11,1,15,2,30,81,2,1,0,0
55,2,7,1,5,1,38,1,11,28,0,0,0,1
142,2,11,0,12,1,34,0,26,49,4,0,0,1
194,2,23,1,20,1,35,2,44,71,6,1,0,0
184,3,15,1,18,1,56,5,33,73,6,2,0,0
69,2,12,0,11,1,31,0,26,38,1,0,0,0
68,2,4,0,4,1,17,2,7,14,15,2,0,0
39,2,9,0,7,1,48,1,17,36,4,1,0,0
150,4,11,0,11,1,61,2,35,82,2,0,0,0
34,3,6,0,4,1,14,2,9,18,2,0,0,2
98,4,11,0,13,1,33,9,39,92,4,1,0,1
87,2,11,2,10,1,7,0,22,26,7,1,0,2
83,2,6,1,4,1,7,1,21,40,2,0,0,1
148,2,3,2,1,1,7,0,10,7,0,1,0,0
69,1,0,1,1,1,0,0,14,15,7,0,0,1
37,2,2,0,2,1,0,1,5,1,3,0,0,3
34,1,4,1,1,1,3,1,2,1,5,2,0,3
5,1,4,3,1,1,0,0,5,0,3,1,0,6
0,0,3,3,0,0,0,0,14,51,2,1,0,0
38,4,13,6,6,1,9,0,14,7,7,1,0,2
8,1,5,0,3,1,0,0,6,3,2,0,0,0
5,1,1,2,2,1,0,1,10,4,6,1,0,0
30,3,17,0,16,1,4,0,22,2,8,3,0,0
11,1,9,0,7,1,4,0,8,0,3,1,0,0
7,1,0,0,2,1,0,0,3,0,7,0,0,4
