monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
17,2,0,0,0,0,0,0,1,0,0,0,2,0
30,4,0,0,0,0,0,0,3,2,0,0,2,0
63,4,2,0,2,1,0,0,2,0,16,5,2,0
47,3,0,0,0,0,0,0,9,5,41,10,2,0
29,3,3,0,2,1,6,0,6,6,37,14,1,0
1,1,0,0,1,1,0,0,2,2,8,4,3,0
0,0,0,0,0,0,0,0,0,0,4,1,0,0
0,0,0,0,0,0,0,0,0,0,8,1,1,0
0,0,0,0,0,0,0,0,0,0,5,2,1,0
0,0,0,0,0,0,0,0,0,0,6,0,3,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,1,0
0,0,0,0,0,0,0,0,0,0,7,2,1,0
0,0,0,0,0,0,0,0,0,0,5,1,0,0
0,0,0,0,0,0,0,0,0,0,3,1,4,0
37,3,1,0,1,1,0,0,3,7,2,0,2,0
127,3,0,0,0,0,0,0,12,7,1,0,2,0
112,3,6,0,4,2,0,0,14,5,6,0,4,0
47,2,0,0,2,1,0,0,6,1,7,3,0,0
29,2,0,0,0,0,0,0,2,2,4,0,3,0
36,3,1,0,1,1,0,0,8,0,2,5,1,0
89,4,1,0,1,1,0,1,21,12,80,16,1,0
45,4,2,0,2,1,0,0,6,8,158,21,3,0
74,4,4,0,4,1,0,0,16,10,369,40,2,0
67,7,2,0,2,1,4,0,17,17,1235,51,2,0
37,4,1,0,1,1,0,0,11,8,153,24,1,0
29,4,0,0,0,0,0,1,8,11,52,7,0,0
107,3,1,0,1,1,0,0,24,2,55,4,1,0
17,5,0,0,0,0,0,0,8,1,59,8,0,0
40,4,1,0,0,0,0,2,6,3,45,5,1,0
100,6,0,0,1,1,0,0,21,11,65,12,2,0
51,5,0,0,0,0,0,2,16,10,65,10,0,0
62,3,0,0,0,0,0,1,15,12,41,11,0,0
