monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
5,1,0,0,0,0,0,0,1,5,8,2,1,0
2,1,0,0,0,0,0,0,0,0,7,0,0,0
1,1,0,0,0,0,0,1,2,27,0,2,0,0
9,2,1,0,1,1,0,0,2,2,14,3,0,0
20,1,0,0,0,0,0,1,4,21,14,1,0,1
2,1,0,0,0,0,0,0,0,0,24,1,1,1
1,1,1,1,0,0,0,2,1,21,27,1,0,0
27,1,2,1,1,1,0,2,9,34,34,4,0,0
1,1,0,0,0,0,0,0,0,0,23,1,2,0
21,1,1,0,1,1,0,5,9,81,36,4,0,0
0,0,0,0,0,0,0,5,1,11,32,2,2,0
55,3,3,0,3,1,2,1,9,21,29,0,0,0
27,2,1,0,1,1,0,6,7,20,53,1,0,1
4,1,0,0,0,0,0,3,5,17,55,2,0,0
107,6,14,1,13,1,14,5,18,51,188,11,0,0
6,2,1,0,1,1,2,6,3,23,126,5,0,0
0,0,0,0,0,0,0,2,3,4,67,1,0,0
0,0,1,0,0,0,8,1,0,3,47,1,0,0
2,1,1,0,0,0,5,1,3,14,117,5,0,0
0,0,0,0,0,0,0,4,0,5,38,4,0,0
5,1,0,0,0,0,0,3,0,21,48,2,0,0
0,0,1,0,0,0,1,7,0,10,90,7,0,1
0,0,0,0,0,0,0,6,0,7,80,5,0,0
0,0,1,1,0,0,0,3,1,1,49,0,1,0
0,0,0,0,0,0,0,1,0,0,57,1,0,0
27,2,3,0,3,1,14,2,3,9,53,3,1,0
7,1,1,0,0,0,0,6,4,41,36,4,0,1
0,0,2,0,0,0,0,8,1,24,68,3,0,0
0,0,2,1,0,0,10,9,3,25,56,2,0,0
0,0,0,0,0,0,0,3,0,1,57,3,0,1
2,1,0,0,0,0,0,3,0,5,50,5,0,0
0,0,1,1,0,0,0,1,3,1,60,2,0,0
3,1,0,0,0,0,0,2,0,4,65,4,0,0
2,2,2,0,1,1,0,5,1,15,91,4,0,0
3,2,3,0,1,1,4,5,1,5,53,6,0,0
