monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
211,2,1,0,1,1,2,0,1,1,31,1,1,0
94,3,3,1,2,1,20,0,5,16,4,1,1,0
40,2,1,0,1,1,0,0,3,6,3,0,0,1
91,2,2,0,2,1,6,0,4,13,4,0,1,1
32,4,7,1,3,2,23,0,12,34,2,0,0,2
50,1,1,1,0,0,0,0,5,14,2,1,1,3
149,5,16,2,15,2,63,0,27,63,3,2,2,3
133,1,4,3,3,1,6,0,7,5,5,0,1,1
44,2,11,3,7,1,11,0,10,3,0,1,1,0
7,4,8,1,7,1,40,0,11,30,3,1,1,1
5,1,3,0,3,1,0,1,3,4,3,0,1,2
3,3,3,1,3,1,5,0,6,9,1,1,3,9
61,7,19,2,16,4,63,1,38,62,3,3,1,6
43,7,41,9,32,4,102,1,53,80,11,1,1,5
28,4,28,6,20,3,56,0,32,37,21,3,0,1
27,6,28,5,23,2,70,0,32,58,11,3,0,1
30,5,29,1,30,3,46,1,39,42,21,1,0,3
17,3,18,1,17,2,51,1,22,32,13,4,1,1
43,7,46,3,43,3,125,0,55,100,56,7,1,3
24,7,25,1,24,4,68,2,29,54,17,4,0,3
36,5,42,3,36,2,148,2,46,108,43,5,0,1
66,7,68,3,65,3,123,1,77,89,54,3,0,1
34,2,37,1,34,2,23,0,41,24,45,4,0,1
15,3,15,1,14,1,11,0,15,6,30,3,1,0
33,4,31,1,33,2,38,1,45,63,25,7,3,0
21,3,20,0,19,2,9,0,20,5,23,4,0,2
9,3,9,0,9,2,14,0,15,15,41,4,2,1
22,4,23,2,20,2,53,1,26,36,69,3,0,0
37,7,34,1,36,2,58,0,40,40,44,6,0,1
26,3,30,0,26,2,54,0,33,47,39,1,0,0
37,4,32,1,34,3,53,2,48,112,51,7,1,0
4,2,6,0,4,1,9,1,6,8,69,8,0,0
16,3,13,0,16,2,40,1,21,57,59,4,0,2
10,5,10,0,10,2,14,2,15,19,49,8,0,0
6,2,7,2,4,1,9,0,9,9,52,6,0,0
18,6,17,0,18,1,27,1,22,30,98,10,1,0
8,2,8,0,7,1,2,3,15,24,72,4,0,0
14,4,15,0,13,1,20,1,18,12,85,15,1,2
