monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
20,2,0,0,0,0,0,0,1,1,781,71,2,0
42,3,6,1,4,1,2,0,10,20,183,21,0,0
16,2,2,0,3,1,0,0,5,3,84,10,0,0
4,2,1,0,1,1,0,0,6,13,42,7,0,0
2,1,0,0,0,0,0,0,2,7,47,5,1,0
15,2,3,0,3,1,0,0,3,0,36,11,0,1
5,2,1,0,1,1,0,0,6,9,42,11,0,0
40,2,5,1,4,1,0,0,9,10,29,6,0,0
1,1,0,0,0,0,0,0,1,3,34,2,1,0
0,0,0,0,0,0,0,1,1,4,29,5,0,0
5,3,2,0,2,1,2,0,3,2,34,6,0,0
4,3,2,0,2,2,0,1,3,2,31,5,0,0
12,3,4,0,4,1,0,0,5,0,29,9,0,0
1,1,0,0,0,0,0,2,1,3,10,3,0,0
0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,0,0,0,0,0,0,0,0,10,2,0,0
0,0,0,0,0,0,0,2,0,0,13,3,0,0
0,0,0,0,0,0,0,0,0,0,9,1,0,0
3,1,0,0,0,0,0,0,0,0,8,1,0,0
0,0,0,0,0,0,0,1,0,0,11,5,0,0
0,0,0,0,0,0,0,1,1,5,20,5,0,0
0,0,0,0,0,0,0,1,0,3,12,1,0,0
