monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
24,3,0,0,0,0,0,0,4,8,223,87,7,0
1,1,0,0,0,0,0,0,9,29,49,19,5,0
3,2,0,0,0,0,0,0,5,14,52,25,6,0
0,0,0,0,0,0,0,0,1,3,81,33,3,0
0,0,0,0,0,0,0,0,3,6,55,29,1,0
0,0,0,0,0,0,0,0,0,0,45,17,4,1
253,5,0,0,0,0,0,0,26,74,70,40,5,0
354,7,1,1,0,0,2,1,24,65,301,114,8,1
290,11,1,0,1,1,4,1,29,112,94,48,3,1
185,10,3,1,2,1,12,1,36,115,88,27,1,0
49,5,2,1,0,0,4,2,18,52,91,40,4,1
52,7,0,0,1,1,2,0,8,16,91,35,7,1
50,4,2,1,0,0,10,0,12,29,110,32,4,1
14,5,0,1,0,0,2,0,4,10,109,21,4,2
10,4,4,1,2,1,14,0,6,8,135,38,2,0
36,4,1,2,0,0,4,1,26,61,120,31,2,0
17,4,0,0,0,0,0,0,8,13,129,31,2,1
38,4,0,0,0,0,0,1,6,11,128,31,5,0
8,3,1,1,0,0,8,3,5,10,89,23,1,2
7,2,0,0,0,0,0,1,1,3,110,24,3,0
14,2,2,2,0,0,4,0,41,95,111,33,1,1
18,4,2,0,2,1,2,1,18,36,99,29,2,0
34,3,2,1,1,1,0,0,14,20,70,25,2,4
60,2,3,0,0,0,5,1,24,50,61,35,2,2
64,3,4,4,0,0,11,0,5,12,70,29,2,1
33,3,2,2,2,2,11,0,17,43,62,22,1,0
31,3,2,1,1,1,2,0,15,25,59,18,1,1
22,2,3,0,1,1,10,0,2,5,55,24,4,0
45,3,1,1,1,1,3,2,15,37,45,15,1,0
30,3,1,0,0,0,0,0,1,1,47,17,3,0
5,1,0,0,0,0,0,0,3,4,54,8,1,0
11,2,0,0,0,0,0,0,4,4,73,21,0,1
17,2,0,0,0,0,0,1,1,4,75,27,1,2
11,3,1,1,1,1,6,0,11,15,59,20,0,0
34,3,0,2,0,0,2,0,12,20,48,19,0,0
48,3,0,0,0,0,0,1,5,14,53,21,0,0
51,2,0,0,0,0,0,1,6,12,52,19,1,0
38,2,0,0,0,0,0,0,0,0,41,15,1,0
8,2,0,0,0,0,0,1,0,0,48,19,0,1
18,1,0,0,0,0,0,2,7,14,49,13,0,1
28,2,1,1,0,0,6,0,4,11,46,15,0,0
81,1,2,1,0,0,1,1,4,6,32,5,0,0
95,3,0,0,0,0,0,0,0,0,39,20,0,0
