monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
31,2,1,0,1,1,4,0,1,2,21,1,0,0
0,0,0,0,0,0,0,0,0,0,9,1,1,0
2,2,1,0,1,1,2,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,6,12,0,12,2,8,0,13,5,443,19,0,0
15,3,2,0,2,1,4,1,4,7,238,13,0,0
6,3,3,0,3,1,6,1,3,15,42,4,0,0
1,1,1,0,1,1,8,0,1,4,20,3,0,0
7,4,5,0,5,1,8,0,5,4,65,7,0,0
1,1,1,0,1,1,2,0,1,1,36,3,0,0
4,2,1,0,1,1,0,0,2,1,55,4,0,1
1,1,1,0,0,0,2,0,0,0,41,7,0,0
4,2,3,1,2,1,2,0,4,4,32,8,0,0
4,2,0,0,1,1,0,0,1,0,23,1,0,0
0,0,0,0,0,0,0,0,0,0,32,1,0,0
1,1,0,0,0,0,0,0,0,0,28,1,0,0
0,0,1,0,0,0,1,0,0,0,33,8,0,0
0,0,0,0,0,0,0,0,0,0,13,2,0,0
0,0,0,0,0,0,0,0,0,0,29,2,1,1
2,2,3,0,2,1,7,0,3,5,22,4,0,1
3,2,5,1,3,1,6,0,6,7,29,8,1,0
2,1,0,1,1,1,1,0,2,1,16,1,0,0
0,0,0,0,0,0,0,1,0,0,30,1,0,0
0,0,2,0,0,0,2,0,0,0,30,3,0,0
6,3,0,0,2,1,2,0,2,2,25,5,0,0
0,0,2,0,0,0,0,2,0,0,21,1,0,0
0,0,0,0,0,0,0,0,0,0,11,3,0,0
0,0,0,0,0,0,0,0,0,0,11,2,0,0
0,0,0,0,0,0,0,0,0,0,14,1,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,0,0,0,0,0,16,3,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,12,1,0,0
0,0,0,0,0,0,0,0,0,0,9,1,0,0
