monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
36,6,5,1,3,1,8,0,8,20,1003,54,0,0
17,1,1,1,0,0,1,0,3,2,132,12,0,0
4,2,1,0,1,1,0,0,2,11,86,8,0,0
0,0,0,0,0,0,0,0,0,0,65,11,0,0
4,3,1,0,1,1,4,0,2,7,54,7,0,0
8,2,0,0,0,0,0,0,2,2,60,8,1,0
0,0,0,0,0,0,0,0,0,0,57,5,0,0
0,0,0,0,0,0,0,0,0,0,42,1,0,0
4,2,2,0,0,0,2,0,1,1,48,8,1,0
2,1,0,0,0,0,0,0,0,0,44,7,0,0
2,1,0,0,0,0,0,0,0,0,48,3,2,0
3,1,1,0,0,0,1,0,0,0,50,5,0,3
0,0,0,0,0,0,0,0,0,0,37,5,0,0
7,4,4,3,0,0,8,0,10,22,80,12,0,0
1,1,0,0,0,0,0,0,0,0,42,4,0,0
0,0,0,0,0,0,0,0,0,0,37,3,0,0
0,0,0,0,0,0,0,0,1,3,31,8,1,1
0,0,1,0,0,0,2,0,0,0,41,6,0,2
6,3,3,1,2,2,3,0,4,2,42,4,1,3
1,1,0,2,0,0,2,0,4,3,50,7,0,0
23,2,0,3,1,1,5,0,31,90,44,4,0,0
5,4,2,0,1,1,4,0,1,1,51,8,1,0
3,2,0,0,1,1,2,0,2,2,41,8,0,0
3,1,0,0,0,0,0,0,2,6,38,5,0,0
3,2,0,0,0,0,0,0,3,5,59,6,0,0
2,1,0,0,0,0,0,0,2,10,40,7,0,0
0,0,0,0,0,0,0,0,0,0,26,8,0,0
0,0,0,0,0,0,0,0,1,0,37,6,0,0
6,2,1,0,1,1,2,0,1,1,37,8,0,0
0,0,0,0,0,0,0,0,2,1,31,3,0,0
0,0,0,0,0,0,0,0,0,0,46,6,0,0
2,1,0,0,0,0,0,0,1,0,31,4,0,0
2,1,1,0,0,0,2,0,0,0,31,0,0,0
