monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
5,1,0,0,0,0,0,0,2,5,165,4,0,0
7,2,1,0,1,1,12,0,2,12,106,1,1,0
0,0,0,0,0,0,0,0,1,3,39,1,0,0
0,0,0,0,0,0,0,0,1,4,53,1,0,0
1,1,0,0,0,0,0,0,1,1,57,1,1,0
0,0,0,0,0,0,0,0,1,1,34,2,0,0
0,0,1,0,0,0,12,0,2,9,43,4,0,0
0,0,0,0,0,0,0,0,0,0,67,4,0,1
6,2,1,0,1,1,6,0,5,19,54,8,0,0
5,3,2,1,1,1,20,0,5,52,68,5,2,0
10,1,0,0,0,0,0,1,1,7,85,4,0,0
7,1,0,0,0,0,0,0,1,1,63,2,0,1
3,1,0,0,0,0,0,0,5,19,93,0,0,1
0,0,2,1,0,0,7,0,3,11,99,7,0,0
7,4,1,1,2,1,11,0,7,21,72,7,2,0
10,2,2,0,2,1,2,0,8,51,133,7,0,0
2,1,0,0,0,0,0,1,1,6,91,6,0,0
0,0,0,0,0,0,0,0,0,0,93,3,1,0
2,1,0,0,0,0,0,0,2,9,112,3,0,0
0,0,0,0,0,0,0,2,1,5,85,8,0,0
17,2,2,0,1,1,15,1,4,9,117,13,0,1
18,1,1,0,1,1,17,1,3,37,95,8,2,0
5,1,0,1,0,0,4,0,3,13,96,12,0,0
3,1,0,0,0,0,0,2,4,21,111,9,0,0
1,1,0,0,0,0,0,0,5,24,176,8,0,0
12,5,4,0,4,1,34,2,15,59,99,13,0,0
1,1,0,0,0,0,0,0,3,10,131,8,1,0
4,3,3,0,2,1,9,1,4,15,121,15,0,0
4,2,1,0,1,1,12,0,7,32,91,10,0,3
1,1,0,0,0,0,0,0,6,16,111,10,0,0
22,2,8,3,2,1,26,0,8,18,124,13,2,1
8,6,4,0,5,1,31,0,11,26,138,7,0,0
4,1,4,1,0,0,14,2,11,65,145,14,0,3
