monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
48,8,4,0,3,2,11,2,5,13,24,6,0,0
8,5,6,1,2,1,50,2,9,27,55,9,0,0
39,6,18,0,16,3,80,8,25,95,76,13,0,0
11,5,7,0,5,2,13,5,9,29,55,14,0,0
4,2,2,0,2,1,0,1,4,10,35,9,0,0
1,1,0,0,1,1,0,1,2,6,73,13,0,1
23,3,5,0,3,2,17,0,4,8,71,11,0,0
25,4,6,1,6,2,27,2,14,33,61,12,0,1
4,2,3,0,1,1,9,2,3,13,69,6,0,0
0,0,0,1,0,0,2,1,2,11,67,9,0,0
0,0,5,0,0,0,8,6,4,22,70,10,1,0
0,0,1,0,0,0,1,1,1,3,71,15,0,0
0,0,2,0,0,0,4,1,1,6,76,11,1,0
3,1,2,0,1,1,1,2,2,3,45,7,0,3
0,0,0,0,0,0,0,1,1,6,61,13,0,0
5,2,2,3,1,1,18,2,6,25,76,15,1,0
0,0,0,0,0,0,0,0,2,7,60,14,0,0
0,0,0,0,0,0,0,0,0,0,48,11,0,0
0,0,0,0,0,0,0,0,1,2,74,12,1,0
0,0,0,0,0,0,0,0,0,0,79,9,0,0
0,0,0,0,0,0,0,0,1,2,60,12,1,1
