monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
11,3,3,0,3,2,36,0,3,18,22,1,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0
2,2,1,0,1,1,2,0,1,1,2,1,1,0
13,2,3,0,1,1,7,0,1,1,4,1,0,6
21,3,7,0,9,2,45,0,12,36,43,3,0,4
21,5,48,6,14,3,174,1,21,78,21,4,0,1
59,12,33,4,34,2,183,5,49,142,35,11,0,4
27,11,21,1,17,2,78,1,28,136,86,13,0,2
64,20,45,4,50,2,200,6,63,205,55,11,0,11
36,20,43,2,32,5,163,3,45,117,177,24,0,7
42,17,41,11,19,4,141,0,43,109,74,20,0,2
66,34,54,7,53,4,182,9,74,214,118,29,1,10
40,31,46,2,39,4,95,4,58,134,68,23,1,6
44,31,63,10,40,3,188,7,53,154,69,31,1,2
46,21,43,6,29,3,129,5,42,91,74,26,0,7
28,16,21,2,17,2,41,3,25,50,80,21,0,1
40,28,56,7,35,4,92,4,51,78,103,33,0,27
43,26,38,1,31,4,70,2,41,57,104,34,0,3
118,67,69,27,87,3,173,2,125,146,85,38,0,11
55,34,68,3,50,1,102,3,59,80,85,38,0,10
77,35,75,11,62,1,195,2,95,156,107,36,0,6
113,43,75,10,63,1,153,5,88,178,88,40,1,33
43,35,62,6,43,1,188,8,62,105,80,35,0,30
100,62,102,33,95,2,404,13,203,543,121,55,1,10
121,63,128,30,118,3,279,15,204,384,113,35,0,3
56,31,66,10,52,2,149,16,68,114,107,25,0,15
65,33,72,3,55,2,197,14,69,114,82,41,1,5
80,41,86,15,77,2,209,11,105,187,134,40,0,19
68,41,80,5,65,2,366,14,93,307,124,34,0,9
77,52,91,19,75,2,375,16,122,323,96,50,0,14
92,58,110,9,91,2,416,17,134,345,115,53,0,9
91,66,118,14,91,2,278,9,124,179,91,59,0,12
70,58,74,9,68,4,200,12,91,174,80,37,1,12
90,60,106,12,90,3,305,10,115,253,90,50,0,15
56,32,71,12,56,3,203,6,80,130,69,31,0,4
103,56,124,15,102,3,411,20,132,288,81,51,0,4
44,31,43,4,44,3,241,7,56,155,37,22,0,5
