monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
20,1,1,0,1,1,0,0,1,0,0,0,0,0
27,1,2,0,2,1,0,0,2,0,0,0,1,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,2
11,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,2,0,0,0,0,4,0,0,0,0,0
2,1,1,0,1,1,0,0,1,0,0,0,0,0
18,1,1,0,1,1,0,0,3,1,0,0,0,0
19,2,2,0,2,1,4,1,7,23,1581,52,2,0
0,0,0,0,0,0,0,0,5,7,137,10,0,0
0,0,0,0,0,0,0,0,1,1,46,6,1,0
0,0,0,0,0,0,0,0,1,2,19,1,0,1
0,0,0,0,0,0,0,0,0,0,29,3,0,0
2,1,2,1,0,0,2,0,1,1,24,5,0,0
0,0,0,0,0,0,0,0,0,0,18,2,0,0
0,0,0,0,0,0,0,0,1,2,20,1,1,0
0,0,0,0,0,0,0,0,0,0,54,2,0,0
1,1,0,0,1,1,0,0,6,16,25,3,0,0
0,0,0,0,0,0,0,0,0,0,16,1,0,0
0,0,0,0,0,0,0,0,0,0,30,2,0,0
0,0,0,0,0,0,0,0,1,0,168,14,0,0
0,0,0,0,0,0,0,0,1,1,37,3,0,0
0,0,0,0,0,0,0,1,1,4,41,8,0,0
0,0,0,0,0,0,0,0,0,0,62,11,0,0
