monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
144,9,19,0,19,1,38,1,44,130,2319,82,5,0
27,9,9,0,8,1,32,0,14,20,415,41,2,0
26,6,4,0,4,1,12,1,21,56,279,23,1,0
41,6,4,0,3,1,7,0,35,105,323,31,3,3
35,8,9,0,5,2,34,0,14,56,354,33,5,0
60,12,12,3,15,3,59,2,54,190,301,32,4,3
58,8,8,0,8,2,22,2,41,216,476,51,1,1
172,20,8,3,5,2,40,0,78,347,341,45,2,0
90,15,3,1,2,1,14,0,50,235,382,45,1,0
70,13,2,0,1,1,9,0,50,217,386,45,4,0
168,17,2,0,2,2,8,1,86,451,469,52,3,0
77,12,1,0,1,1,2,0,50,226,427,58,3,1
10,2,1,0,1,1,2,0,49,229,416,49,5,1
2,2,3,1,1,1,11,0,43,170,415,48,1,1
68,22,6,1,5,2,27,0,62,241,427,61,0,5
33,20,5,1,4,2,17,0,54,189,429,73,3,4
49,11,8,5,4,3,60,2,85,407,497,70,6,6
21,5,20,4,16,2,109,0,81,330,501,73,1,6
22,9,11,6,5,2,53,0,80,328,672,89,3,3
41,7,15,6,8,2,69,0,107,501,580,101,2,5
29,9,3,3,1,1,23,0,83,337,548,105,0,2
9,5,6,5,1,1,34,2,34,144,462,114,0,4
9,4,6,2,3,1,22,0,34,120,449,105,0,3
20,12,6,4,3,1,20,1,48,168,487,109,3,0
16,10,6,3,2,1,30,2,44,200,409,94,1,3
57,11,8,0,8,1,47,1,111,420,390,111,0,4
52,7,4,3,0,0,15,3,94,350,373,91,1,2
45,9,3,4,0,0,14,2,77,295,354,107,0,5
33,8,4,2,3,1,23,1,53,216,376,123,1,3
26,13,11,5,5,1,53,4,64,267,389,125,0,0
5,4,6,3,3,1,22,1,27,123,456,137,1,0
0,0,1,0,0,0,4,5,17,62,365,95,0,2
13,7,2,0,1,1,2,2,5,24,340,136,1,2
0,0,5,2,0,0,5,4,9,29,297,118,0,2
28,12,0,2,0,0,2,4,72,253,332,164,0,1
29,10,2,2,0,0,6,3,67,245,302,99,0,1
28,5,4,1,4,1,13,7,48,153,261,91,0,0
51,10,7,1,6,1,12,16,97,426,243,93,0,0
7,5,0,0,0,0,0,9,22,104,234,84,0,0
2,2,0,0,0,0,0,23,3,59,193,63,1,0
0,0,0,0,0,0,0,13,8,58,180,86,1,0
2,2,0,0,0,0,0,13,5,33,186,86,1,0
