monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
19,2,2,1,1,1,4,0,3,7,8,2,4,0
9,2,1,0,1,1,6,0,5,10,189,15,2,0
6,1,0,0,0,0,0,0,5,16,18,4,6,0
0,0,1,0,0,0,7,0,2,6,10,1,0,0
6,1,0,0,0,0,0,0,2,4,9,1,2,0
7,2,2,0,1,1,3,0,7,21,12,3,2,1
2,2,1,0,1,1,2,0,1,1,8,5,1,0
15,4,3,1,3,1,13,0,7,11,14,5,3,1
6,1,0,0,0,0,0,0,11,45,16,2,0,0
28,5,6,1,5,1,18,1,23,84,44,6,3,1
8,1,0,0,0,0,0,0,7,39,11,8,1,0
14,3,3,1,2,1,17,2,14,104,15,6,0,0
17,1,0,0,0,0,0,0,9,11,12,6,0,0
8,1,0,0,0,0,0,0,4,22,14,2,1,0
16,2,0,0,0,0,0,0,18,66,9,5,2,0
7,2,2,0,2,1,4,0,12,30,28,6,0,0
2,1,0,0,0,0,0,0,5,19,18,6,0,0
5,1,0,0,0,0,0,1,6,9,18,6,1,0
16,1,0,0,0,0,0,1,9,51,10,4,0,0
14,2,2,0,1,1,8,7,15,56,23,3,0,0
13,1,0,0,0,0,0,2,9,32,25,10,0,0
1,1,0,0,0,0,0,0,13,41,24,7,1,0
3,1,0,0,0,0,0,1,2,18,21,5,1,0
5,2,1,0,1,1,6,0,11,46,23,10,0,0
2,1,0,0,0,0,0,1,8,32,26,17,1,0
3,1,0,0,0,0,0,0,9,31,20,9,0,0
2,1,0,0,0,0,0,0,5,13,25,9,0,0
3,1,1,0,0,0,11,1,11,77,25,9,1,1
8,2,1,0,1,1,2,2,30,116,19,8,1,1
13,2,2,1,1,1,2,1,7,24,22,8,0,0
1,1,1,1,0,0,10,0,17,72,21,12,0,0
6,1,0,0,0,0,0,1,9,40,23,6,0,0
2,1,0,0,0,0,0,3,9,54,26,6,0,0
2,2,1,0,1,1,2,2,2,12,29,13,0,0
0,0,0,0,0,0,0,0,4,3,18,7,0,0
12,3,2,0,1,1,12,3,7,18,27,6,1,0
1,1,0,0,1,1,12,1,3,17,22,5,0,0
5,1,1,0,0,0,6,0,2,3,22,5,0,0
0,0,0,0,0,0,0,1,7,16,18,10,1,0
0,0,0,0,0,0,0,0,0,0,18,8,0,0
0,0,0,0,0,0,0,0,0,0,17,8,0,0
0,0,0,0,0,0,0,0,0,0,21,7,0,0
0,0,0,0,0,0,0,0,1,0,10,7,1,0
0,0,0,0,0,0,0,0,1,1,20,8,1,0
0,0,0,0,0,0,0,0,0,0,31,4,0,0
0,0,0,0,0,0,0,0,1,3,27,14,1,0
0,0,0,0,0,0,0,0,0,0,46,6,0,0
1,1,0,0,0,0,0,0,7,8,23,7,0,0
2,2,1,0,1,1,2,1,2,4,20,7,1,0
0,0,0,0,0,0,0,0,0,0,21,3,0,0
0,0,0,0,0,0,0,0,0,0,25,8,0,0
1,1,0,0,1,1,6,1,6,14,25,6,0,0
0,0,0,0,0,0,0,2,0,2,27,3,0,0
0,0,0,0,0,0,0,1,1,4,22,4,0,0
5,3,2,0,1,1,1,1,11,29,28,11,0,0
