monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
62,1,9,0,9,1,0,0,9,0,4,3,0,0
46,1,0,0,0,0,0,0,2,1,2,1,1,0
61,1,0,0,0,0,0,0,5,0,3,1,1,0
84,1,0,0,0,0,0,0,7,23,2,0,0,0
109,1,0,0,0,0,0,0,0,0,5,0,1,1
62,1,0,0,0,0,0,0,1,4,7,0,1,0
84,2,2,1,1,1,2,0,9,23,467,34,0,0
57,1,2,0,1,1,0,0,7,21,59,5,0,0
26,1,1,0,1,1,0,0,3,2,59,4,0,0
17,1,0,0,0,0,0,0,7,45,23,3,0,0
0,0,0,0,0,0,0,0,0,0,14,3,0,0
12,1,1,0,1,1,8,0,5,15,11,2,0,0
68,1,5,0,6,1,2,0,6,1,73,4,0,0
15,1,0,0,0,0,0,0,0,0,36,7,0,0
8,1,1,0,0,0,0,0,0,0,16,4,2,1
5,1,0,0,0,0,0,0,2,4,14,2,1,0
10,1,0,1,0,0,0,0,2,2,13,2,0,0
9,1,0,0,0,0,0,0,0,0,22,2,3,0
8,1,0,0,0,0,0,0,0,0,17,3,0,0
6,1,0,0,0,0,0,0,0,0,15,0,0,0
6,1,0,0,0,0,0,0,0,0,17,2,0,0
16,1,0,0,0,0,0,0,0,0,11,0,2,0
5,1,0,0,0,0,0,0,0,0,4,0,0,0
2,1,0,0,0,0,0,0,0,0,7,1,0,0
9,1,0,0,0,0,0,0,0,0,10,0,0,0
35,1,0,0,0,0,0,0,0,0,9,1,0,0
7,1,0,0,0,0,0,0,0,0,13,7,0,0
4,1,0,0,0,0,0,0,0,0,64,15,0,0
5,1,0,0,0,0,0,0,0,0,17,5,0,0
6,1,0,0,0,0,0,0,4,17,37,11,0,0
13,1,0,0,0,0,0,0,0,0,116,11,0,0
4,1,0,0,0,0,0,0,0,0,84,8,0,0
6,1,1,0,0,0,0,0,0,0,19,3,0,0
9,1,0,0,0,0,0,0,0,0,29,1,0,0
15,1,0,0,0,0,0,0,0,0,13,0,0,0
8,1,1,0,0,0,0,0,1,1,18,0,0,0
4,1,0,0,0,0,0,0,2,1,7,5,0,1
0,0,0,0,0,0,0,0,1,1,14,2,0,0
19,1,0,1,1,1,0,0,2,0,13,2,0,0
2,1,0,0,0,0,0,0,0,0,8,1,0,0
9,1,0,0,0,0,0,0,0,0,12,3,0,0
1,1,0,0,0,0,0,0,0,0,6,2,0,0
2,1,0,0,0,0,0,0,0,0,6,0,0,0
1,1,0,0,0,0,0,0,0,0,5,1,0,0
1,1,0,0,0,0,0,0,0,0,3,1,0,0
3,1,0,0,0,0,0,0,3,3,9,1,0,0
99,1,0,0,0,0,0,0,0,0,4,0,0,0
16,1,1,0,1,1,0,0,1,0,3,0,0,0
31,1,0,0,0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,0,0,0,0,0,5,2,0,0
1,1,0,0,0,0,0,0,0,0,2,2,0,0
