monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
30,3,6,0,4,2,16,0,6,6,61,10,1,0
67,7,12,4,8,2,57,0,12,25,69,6,3,3
85,7,29,0,27,1,76,0,43,29,30,8,3,0
51,7,14,3,14,2,75,0,32,75,28,4,4,0
11,4,6,0,4,1,7,0,6,2,17,11,1,0
41,7,9,0,8,2,41,0,10,35,32,7,4,3
38,5,15,0,13,2,30,0,17,21,23,8,5,4
42,10,18,3,14,1,124,0,26,82,38,14,5,8
49,9,21,4,13,1,129,0,25,74,67,13,7,4
47,11,26,8,12,1,141,0,35,100,137,27,6,8
94,18,35,4,31,2,167,0,59,172,245,58,6,7
86,17,41,8,32,1,169,1,64,147,271,67,6,5
47,17,36,7,14,2,119,0,38,93,210,66,6,25
51,13,29,5,5,1,75,1,13,27,246,86,3,3
64,15,32,25,29,4,183,0,95,247,247,86,3,16
38,11,23,3,11,2,119,0,22,61,277,67,8,9
135,17,43,16,35,7,194,2,102,294,568,148,3,15
7,6,27,9,6,5,108,0,41,120,500,141,6,17
18,13,42,15,17,4,253,3,48,187,543,173,6,3
28,14,40,17,25,5,212,2,66,224,435,143,5,13
12,9,30,3,12,3,130,1,48,147,410,154,3,12
36,19,48,13,35,2,282,3,71,233,410,148,4,17
37,16,40,12,34,3,223,7,77,206,382,142,5,12
61,14,59,17,50,4,316,5,114,328,326,149,3,2
77,13,62,12,57,3,258,7,112,373,266,133,1,7
132,14,78,2,58,3,190,2,90,159,224,89,2,10
23,9,21,7,22,2,71,3,59,148,166,87,2,12
30,6,21,10,22,2,142,6,57,160,141,72,2,40
31,5,24,12,9,3,111,2,57,181,172,80,0,7
30,6,18,40,14,2,235,2,65,269,106,65,0,6
