monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
37,4,2,0,2,1,14,3,26,114,147,5,1,0
51,5,3,0,2,1,22,1,23,99,57,3,0,0
32,5,5,0,5,1,45,4,31,244,37,2,1,0
21,10,9,0,8,1,28,5,18,101,63,8,0,0
19,4,3,0,3,1,11,4,27,102,39,1,0,1
12,4,3,0,3,1,7,4,14,43,32,0,0,0
9,6,3,1,1,1,11,1,9,32,50,7,1,2
7,2,1,0,4,1,10,2,7,59,25,2,1,0
8,3,4,2,2,1,6,0,12,29,16,3,1,0
31,6,5,0,5,1,16,1,47,150,34,4,1,0
13,3,2,0,2,1,14,0,5,16,40,2,0,0
1,1,0,0,0,0,0,2,4,24,14,1,0,0
27,2,4,0,4,1,64,1,18,96,35,0,0,0
38,11,13,0,13,1,18,1,30,196,23,5,0,0
30,4,12,0,10,1,20,0,19,78,31,4,0,0
22,7,7,0,4,2,4,0,19,130,37,1,0,0
35,8,6,0,10,1,11,1,32,171,68,6,0,0
9,2,1,0,2,1,3,1,11,38,39,4,0,2
4,2,2,0,1,1,5,1,1,5,26,5,0,1
7,3,2,2,0,0,9,0,17,89,27,2,0,0
11,5,4,1,4,2,22,2,11,67,38,4,1,0
72,2,0,0,0,0,0,1,40,300,37,2,1,0
25,3,2,0,2,1,4,1,19,93,47,4,0,2
39,14,14,0,13,2,46,2,22,55,41,5,0,1
43,6,5,2,4,2,24,1,35,153,54,5,0,1
15,3,2,1,1,1,2,1,20,139,30,0,0,0
26,5,3,1,2,1,4,0,21,80,50,1,0,1
