monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
66,1,6,0,6,1,0,0,6,0,1,0,0,0
18,1,3,0,3,1,0,0,3,0,4,0,1,0
24,1,4,0,4,1,0,0,5,3,241,5,0,0
13,1,4,0,4,1,0,0,15,58,1044,27,2,0
17,1,5,0,4,1,0,0,9,46,62,3,2,0
18,1,3,0,4,1,0,0,6,6,33,1,0,0
0,0,0,0,0,0,0,0,3,3,99,2,1,0
0,0,0,0,0,0,0,0,1,2,81,2,0,0
0,0,0,0,0,0,0,0,1,77,43,3,0,2
23,1,1,0,0,0,2,0,1,0,59,0,0,1
56,1,2,2,0,0,0,0,11,3,39,1,0,0
43,1,1,1,0,0,0,0,6,4,44,3,1,0
16,1,0,0,0,0,0,0,4,9,49,1,0,2
17,1,0,0,0,0,0,0,9,33,43,2,0,2
48,1,2,2,0,0,0,0,7,1,47,3,1,0
96,1,6,2,5,1,4,0,27,65,65,2,1,0
75,1,6,0,6,1,0,0,8,11,51,1,1,0
2,2,2,0,1,1,2,0,1,1,41,3,0,0
11,1,4,0,5,1,0,0,7,5,68,5,1,1
7,1,3,0,2,1,0,0,4,16,26,2,0,2
16,2,7,1,6,1,6,0,14,3,31,5,0,0
22,1,8,2,7,1,0,0,27,28,44,2,2,0
38,2,17,0,17,1,8,0,23,40,123,8,1,0
9,2,4,0,4,1,0,0,14,18,63,8,0,0
9,2,5,0,5,1,38,0,7,38,83,8,0,0
3,1,3,0,3,1,0,0,22,4,77,2,0,0
0,0,0,0,0,0,0,0,8,0,38,2,0,0
29,1,13,0,13,1,0,0,21,82,63,2,0,0
