monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
21,1,0,0,0,0,0,2,2,0,2,0,1,0
47,1,0,0,0,0,0,30,32,3,0,0,2,0
59,1,0,0,0,0,0,3,20,1,2,0,0,0
43,1,0,0,0,0,0,3,11,0,1,0,0,0
12,1,0,0,0,0,0,0,1,0,0,0,0,0
42,1,0,0,0,0,0,4,1,0,0,0,0,0
50,1,1,0,1,1,0,26,13,0,371,12,0,0
54,2,2,0,2,1,2,1,3,1,28,5,0,0
50,1,0,0,0,0,0,23,16,2,11,3,0,0
54,1,2,0,2,1,0,14,18,3,10,2,0,0
20,1,1,0,1,1,0,8,3,7,19,2,1,0
7,1,1,0,1,1,0,0,6,11,21,2,0,0
2,1,0,0,0,0,0,0,3,16,7,2,3,0
0,0,0,0,0,0,0,0,0,0,80,1,1,0
14,1,0,0,0,0,0,0,3,6,4,0,0,0
0,0,0,0,0,0,0,0,0,0,15,1,0,0
0,0,0,0,0,0,0,0,0,0,22,1,1,0
0,0,0,0,0,0,0,0,1,7,16,0,1,0
0,0,0,0,0,0,0,0,0,0,17,0,2,0
0,0,0,0,0,0,0,0,0,0,7,2,0,0
0,0,0,0,0,0,0,0,0,0,9,2,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,11,1,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,0
0,0,0,0,0,0,0,0,0,0,8,3,2,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0
0,0,0,0,0,0,0,0,1,11,5,1,0,0
0,0,0,0,0,0,0,0,0,0,4,0,1,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,4,0,1,0
0,0,0,0,0,0,0,0,0,0,4,1,1,0
