monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
101,2,1,0,1,1,2,0,4,6,6,0,1,4
96,2,1,0,1,1,2,0,11,27,6,1,0,0
122,1,4,4,0,0,6,0,22,80,6,1,0,0
70,1,0,0,0,0,0,0,10,55,4,0,1,1
79,5,4,0,4,1,14,0,51,177,5,2,0,0
74,1,1,1,0,0,2,0,52,123,5,0,0,0
38,2,1,0,1,1,0,0,43,92,7,3,0,0
58,2,1,0,1,1,2,0,23,99,5,2,2,0
49,3,3,0,3,1,6,0,41,84,13,2,0,0
38,2,2,0,2,1,4,0,40,138,13,3,1,0
25,3,2,0,2,1,4,0,43,162,14,2,2,1
29,2,1,0,1,1,0,0,65,207,6,4,0,0
29,2,3,1,2,1,6,0,46,118,17,7,0,0
35,3,2,0,2,1,14,0,37,185,28,7,1,2
42,1,0,0,0,0,0,0,36,177,15,3,0,1
43,3,4,2,2,1,10,0,49,190,10,1,1,2
48,2,4,1,2,1,70,0,79,303,17,5,1,0
41,2,2,2,1,1,66,0,66,333,16,6,1,1
39,2,3,0,3,1,6,0,60,236,23,5,1,0
44,2,2,1,1,1,8,0,75,249,20,5,1,1
33,2,1,0,1,1,16,0,73,296,11,1,0,0
38,2,2,1,1,1,4,0,71,277,24,5,0,0
20,1,0,0,0,0,0,1,47,171,8,2,1,1
18,1,0,0,0,0,0,0,55,210,30,4,2,1
26,1,2,1,0,0,12,0,52,201,32,3,1,0
40,4,3,1,3,1,14,1,55,135,18,6,0,1
10,2,1,0,1,1,6,0,37,155,20,2,0,0
22,1,1,1,0,0,10,0,35,140,12,3,0,0
23,2,1,0,1,1,2,1,40,112,9,1,0,0
25,3,2,0,2,1,4,1,46,185,17,7,0,2
12,1,1,0,0,0,8,0,30,107,9,3,0,0
10,1,1,2,0,0,14,0,34,153,11,3,0,0
20,2,1,0,1,1,2,1,33,110,16,2,0,0
8,1,1,0,0,0,34,0,37,126,14,5,1,0
1,1,0,0,0,0,0,1,30,88,22,3,0,1
1,1,0,0,0,0,0,2,39,104,26,6,0,0
13,1,3,1,2,1,4,4,54,184,26,4,0,0
5,1,1,0,0,0,15,2,34,122,19,7,1,0
5,1,0,0,0,0,0,1,10,44,11,3,0,1
28,3,2,0,3,1,34,2,69,290,18,4,0,1
41,2,4,1,3,1,14,1,116,549,39,6,1,0
20,1,1,1,0,0,2,3,52,269,29,5,0,1
13,2,2,0,1,1,8,2,65,242,20,7,0,2
