monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
13,2,0,0,0,0,0,0,1,2,10,5,3,0
14,1,0,0,0,0,0,0,0,0,11,1,2,0
1,1,1,0,1,1,0,0,2,1,7,2,0,0
1,1,0,0,0,0,0,0,0,0,8,1,0,1
0,0,0,0,0,0,0,0,0,0,11,3,0,0
26,3,1,1,0,0,2,0,12,14,19,4,1,0
18,2,0,0,0,0,0,0,5,3,6,0,0,0
27,1,1,0,1,1,0,0,10,30,9,2,0,0
4,1,0,0,0,0,0,0,0,0,9,4,1,0
5,1,0,0,0,0,0,0,0,0,10,4,2,0
45,1,0,0,0,0,0,0,3,0,12,0,2,0
24,1,0,0,0,0,0,0,2,0,19,0,1,0
14,1,0,0,0,0,0,0,0,0,41,5,0,0
14,2,1,0,0,0,3,0,9,3,69,12,2,0
22,2,0,0,1,1,3,0,4,3,33,5,1,0
44,2,2,0,2,1,0,1,9,15,48,8,0,0
57,2,0,0,0,0,0,0,2,0,33,7,1,0
11,2,1,0,0,0,0,0,1,6,50,11,0,0
0,0,1,0,0,0,2,0,0,0,25,3,0,0
4,2,2,0,0,0,2,0,0,0,23,4,2,1
15,1,0,0,0,0,0,0,0,0,18,5,1,1
5,1,0,1,2,1,2,0,3,2,41,4,3,0
8,2,2,1,0,0,6,1,1,13,30,2,3,1
7,1,3,0,2,1,8,0,4,2,39,8,0,0
20,1,1,1,0,0,10,1,1,10,39,11,0,0
6,2,0,0,0,0,0,0,0,0,25,6,0,1
2,2,1,0,0,0,0,0,0,0,27,9,0,0
6,1,1,1,2,1,6,1,4,9,29,4,0,1
8,2,2,0,0,0,3,1,0,0,30,3,0,0
67,3,1,1,0,0,3,0,2,4,35,7,1,0
45,2,1,0,0,0,3,1,3,27,27,3,1,0
16,1,0,0,0,0,0,0,1,0,25,3,0,0
37,1,0,0,0,0,0,0,0,0,30,5,0,0
14,2,0,0,0,0,0,0,4,3,32,9,0,0
24,1,0,0,0,0,0,0,0,0,41,6,0,0
1,1,0,0,0,0,0,0,0,0,20,2,0,1
0,0,0,0,0,0,0,0,0,0,43,6,0,0
0,0,0,1,0,0,0,6,2,7,31,7,0,0
21,4,0,0,0,0,0,3,8,13,35,4,0,0
10,1,0,0,0,0,0,0,2,1,32,11,0,0
8,1,0,0,0,0,0,4,0,17,35,11,1,0
9,1,0,0,0,0,0,4,2,22,41,8,0,0
22,2,0,0,0,0,0,0,2,2,39,7,0,0
12,3,0,0,0,0,0,3,2,7,28,5,0,0
12,3,0,0,0,0,0,1,2,4,26,6,0,0
7,1,0,0,0,0,0,1,3,16,36,3,0,0
0,0,0,0,0,0,0,1,0,0,40,4,0,0
4,1,0,0,0,0,0,1,2,8,40,4,0,0
4,3,0,0,0,0,0,4,6,21,47,5,0,0
0,0,0,0,0,0,0,1,4,7,39,8,0,0
3,3,0,0,0,0,0,1,3,9,36,5,0,0
13,4,0,0,0,0,0,0,4,12,44,8,1,0
3,3,0,0,0,0,0,3,5,9,47,5,0,0
