monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
3,1,0,0,0,0,0,0,5,9,26,2,8,0
26,1,0,0,0,0,0,0,0,0,14,5,10,0
23,1,0,0,0,0,0,0,13,44,14,6,2,0
17,2,1,0,1,1,0,0,11,28,18,3,2,0
10,1,0,0,0,0,0,0,3,22,13,8,6,0
3,1,0,0,0,0,0,0,6,17,10,6,8,0
0,0,0,0,0,0,0,0,2,3,15,7,5,1
4,1,0,0,0,0,0,0,18,77,163,64,6,0
2,1,2,1,0,0,2,0,6,30,77,18,6,0
1,1,0,0,0,0,0,0,2,4,32,18,8,0
0,0,0,0,0,0,0,0,3,12,27,11,8,0
7,1,0,0,0,0,0,0,7,21,24,19,3,0
9,1,0,0,0,0,0,0,3,5,38,21,0,0
25,2,2,0,2,1,0,0,24,103,210,58,6,2
36,1,1,0,0,0,0,0,22,91,41,14,4,0
19,1,1,2,1,1,10,0,13,44,80,30,2,2
13,3,3,0,1,1,6,0,11,85,122,20,2,0
23,3,3,2,2,1,7,0,17,49,68,17,2,1
1,1,0,0,0,0,0,0,14,50,57,21,5,0
4,1,4,1,0,0,25,0,9,58,60,21,2,1
7,2,1,0,1,1,15,0,19,58,42,22,1,0
34,2,1,1,2,1,8,1,62,235,88,28,3,2
23,3,1,0,1,1,0,0,26,138,69,25,4,0
28,3,9,2,7,2,16,0,21,77,59,23,1,1
34,2,2,0,2,2,6,0,28,70,82,21,3,3
24,4,5,1,4,1,18,0,27,143,85,29,2,0
14,2,7,3,5,1,13,0,19,45,77,19,1,1
4,2,4,0,4,1,6,0,12,19,84,16,3,9
2,1,5,1,2,1,4,0,14,23,62,19,0,0
31,4,14,9,6,1,26,0,30,40,79,33,6,0
16,4,4,0,5,2,10,0,16,33,109,20,2,0
23,4,5,0,5,1,36,0,9,26,66,18,2,0
4,2,3,0,2,1,9,0,7,15,70,21,0,0
5,3,3,0,4,1,9,0,12,41,79,28,2,1
10,5,6,0,5,2,8,0,23,72,93,28,1,4
8,2,3,1,1,1,7,0,9,28,68,24,1,7
31,2,3,4,0,0,7,0,19,50,78,17,1,0
46,3,7,7,2,1,22,0,24,53,91,32,1,0
15,2,8,0,6,2,9,0,33,107,94,22,4,3
31,3,7,0,6,2,21,1,25,79,137,38,3,0
15,4,5,3,3,2,30,0,17,59,88,18,2,6
19,2,4,0,4,1,11,0,20,76,67,17,1,1
63,6,23,6,17,4,65,0,38,79,103,30,1,1
