monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
66,3,4,0,4,1,0,0,8,5,9,3,0,0
14,1,1,1,0,0,0,0,3,1,5,1,0,0
13,2,2,0,2,1,0,1,2,6,4,3,0,0
15,3,2,0,2,1,2,0,2,1,5,2,0,0
22,3,4,0,4,1,0,0,4,0,6,3,1,0
68,3,2,0,2,1,0,1,4,4,5,3,0,1
44,4,3,0,3,1,0,1,4,4,2,4,0,0
2,2,2,1,1,1,0,0,2,0,6,2,0,0
59,1,0,0,0,0,0,2,1,2,2,3,0,0
13,3,3,0,3,1,0,1,3,0,5,3,0,0
0,0,0,0,0,0,0,0,0,0,6,3,1,0
26,2,3,0,3,1,4,0,3,2,3,3,0,0
2,2,1,0,1,1,0,0,1,0,4,1,0,0
2,2,1,0,1,1,0,0,1,0,7,6,1,0
34,6,5,0,5,1,2,3,7,5,9,7,1,0
8,3,3,0,3,1,2,0,4,6,8,7,0,0
44,6,8,0,8,1,0,0,11,4,11,6,0,1
36,6,7,0,7,1,0,2,7,2,5,5,0,1
44,4,5,1,3,1,18,0,11,20,13,4,0,0
85,8,14,1,14,1,10,2,20,15,8,4,0,0
20,6,6,0,6,1,8,3,9,12,14,10,1,1
15,2,1,0,1,1,0,1,7,24,11,3,0,1
54,2,2,1,1,1,6,0,7,10,17,6,0,0
19,5,5,1,4,1,2,0,6,1,10,3,0,0
15,3,2,0,2,1,0,1,5,6,14,6,0,0
10,1,0,0,0,0,0,2,5,10,13,3,1,1
29,6,6,0,6,1,2,3,9,7,10,4,0,0
44,6,9,1,8,1,10,0,11,5,13,9,0,0
10,5,4,0,4,1,0,0,4,0,14,7,0,0
2,2,1,0,1,1,0,1,1,1,9,8,0,0
12,3,2,0,2,1,2,2,4,6,7,3,0,0
2,1,0,0,0,0,0,0,1,2,9,1,0,1
8,1,0,0,0,0,0,2,0,1,13,2,0,0
4,1,1,1,0,0,2,1,3,5,16,12,0,1
2,2,1,0,1,1,0,0,2,0,5,4,0,0
8,3,3,1,2,1,12,0,3,6,6,3,0,1
34,4,3,0,3,1,0,2,9,7,7,4,0,1
10,2,3,1,1,1,5,0,5,11,8,5,0,0
11,2,1,1,1,1,3,0,2,3,9,2,0,0
12,1,0,0,0,0,0,1,1,1,9,7,0,0
10,3,2,0,2,1,0,1,2,0,14,3,0,0
7,3,2,0,2,1,0,2,3,14,10,7,0,0
7,3,2,0,2,1,0,0,3,3,24,8,0,1
7,1,0,0,0,0,0,1,0,0,18,5,0,0
