monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
46,3,0,0,0,0,0,0,7,32,518,9,1,3
81,4,1,0,1,1,2,0,18,30,23,1,0,0
50,3,5,3,2,1,8,0,20,46,18,3,1,0
15,1,0,0,0,0,0,0,7,26,9,0,1,0
33,1,0,0,0,0,0,0,7,20,9,0,0,0
70,1,0,0,0,0,0,0,7,45,21,2,0,0
53,1,0,0,0,0,0,0,10,26,11,0,2,0
48,1,0,0,0,0,0,0,18,33,14,0,1,0
27,1,0,0,0,0,0,0,11,18,30,3,1,1
14,2,1,0,1,1,2,0,5,5,25,2,0,0
13,1,1,1,0,0,2,0,7,32,16,0,1,0
25,1,0,0,0,0,0,0,6,21,39,0,0,0
1,1,1,0,1,1,2,0,4,23,17,2,0,0
7,4,5,0,4,1,44,0,9,43,21,1,0,1
0,0,0,0,0,0,0,0,1,4,64,2,1,0
0,0,0,1,0,0,20,0,1,20,30,3,1,0
3,2,1,0,1,1,0,0,13,52,22,1,0,0
6,1,0,0,0,0,0,0,4,12,19,0,2,1
17,1,0,0,0,0,0,0,9,85,24,1,0,0
28,2,1,1,0,0,6,0,20,82,34,2,1,0
17,3,1,0,1,1,2,0,6,12,28,0,0,0
55,2,1,0,1,1,2,0,9,70,18,3,0,0
9,1,0,0,0,0,0,0,0,0,49,3,1,0
9,1,0,0,0,0,0,0,3,25,28,3,0,0
0,0,0,0,0,0,0,0,3,27,28,3,0,0
11,2,0,0,0,0,0,0,11,50,22,1,0,0
5,1,0,0,0,0,0,0,5,116,30,1,0,0
7,1,0,0,0,0,0,0,3,62,51,3,0,0
1,1,0,0,0,0,0,0,5,64,29,0,0,0
5,1,1,0,0,0,2,0,11,95,25,3,1,0
0,0,0,0,0,0,0,0,6,41,23,1,0,0
2,2,1,0,1,1,2,0,2,1,28,3,0,0
1,1,0,0,0,0,0,0,5,27,20,3,0,0
0,0,0,0,0,0,0,0,0,0,30,0,1,0
1,1,0,0,0,0,0,0,6,16,20,1,0,0
0,0,0,0,0,0,0,0,3,5,30,2,1,1
0,0,0,0,0,0,0,0,3,20,20,1,0,0
34,1,0,1,0,0,2,0,11,83,45,2,0,0
