monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
39,2,0,0,0,0,0,0,5,2,18,0,0,0
19,2,0,0,0,0,0,0,4,14,324,13,3,0
39,3,3,0,3,2,4,0,10,28,231,6,0,0
7,4,3,0,2,1,6,0,4,19,58,4,1,0
3,2,1,0,1,1,0,0,2,7,28,1,0,0
9,4,2,0,2,1,6,0,4,15,62,3,0,0
6,2,0,0,1,1,0,0,6,20,57,1,0,0
1,1,1,0,0,0,3,1,2,10,33,2,0,0
5,2,0,0,1,1,3,0,5,15,26,1,2,0
1,1,0,0,0,0,0,0,1,2,90,6,0,0
1,1,0,0,0,0,0,0,1,4,45,2,0,0
9,2,0,0,0,0,0,0,5,27,33,3,0,0
5,2,1,0,1,1,0,0,6,24,28,1,0,0
2,1,0,0,0,0,0,0,0,0,10,4,1,0
6,2,0,0,0,0,0,0,1,7,19,1,0,0
0,0,0,0,0,0,0,1,0,5,18,1,0,0
0,0,0,0,0,0,0,0,0,0,11,1,0,0
2,1,0,0,0,0,0,0,0,0,7,0,1,0
1,1,0,0,0,0,0,0,2,3,17,1,0,0
15,1,0,0,0,0,0,0,5,18,16,1,0,0
17,2,0,0,0,0,0,0,8,25,22,0,0,0
26,3,2,0,1,1,7,1,2,7,32,5,0,0
1,1,0,0,0,0,0,0,3,7,26,0,0,0
4,2,2,0,1,1,3,0,1,0,18,2,0,1
5,1,0,0,0,0,0,1,8,25,17,1,1,0
5,1,0,1,0,0,3,1,5,33,20,0,1,0
0,0,0,0,0,0,0,1,0,0,17,1,1,0
0,0,0,0,0,0,0,0,0,0,12,2,0,0
0,0,0,0,0,0,0,4,1,15,11,1,0,0
