monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
66,1,3,2,0,0,25,2,26,103,484,17,0,0
42,4,7,1,6,1,37,4,17,56,20,3,0,2
11,2,2,0,1,1,13,0,3,7,30,2,0,0
31,1,1,2,0,0,15,0,5,26,19,6,0,0
5,1,0,0,0,0,0,0,2,2,9,2,0,0
18,1,0,0,0,0,0,1,7,29,21,2,0,2
25,1,0,0,0,0,0,0,15,64,25,4,1,0
22,3,4,2,2,1,46,1,13,65,39,4,0,2
1,1,0,0,0,0,0,0,4,12,27,5,0,0
37,2,3,2,1,1,28,1,13,35,49,4,0,1
2,2,1,0,0,0,4,2,4,10,23,2,0,0
9,2,2,1,2,1,18,2,9,26,30,1,0,0
32,1,0,0,0,0,0,2,12,32,35,1,0,0
24,3,2,0,2,1,12,1,8,27,30,3,1,0
6,1,0,0,0,0,0,1,2,3,53,2,0,0
1,1,0,0,0,0,0,4,0,2,21,1,0,0
0,0,0,0,0,0,0,2,0,2,25,4,0,0
8,2,1,0,0,0,4,3,3,8,31,3,0,0
7,1,0,0,0,0,0,2,3,7,15,3,0,0
13,2,1,0,2,1,10,5,6,25,39,4,0,0
6,2,1,0,1,1,2,3,1,4,36,4,1,0
16,2,2,0,1,1,19,4,10,45,26,2,0,0
