monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
25,3,3,0,3,2,2,0,5,1,0,0,1,0
10,2,0,0,0,0,0,0,3,0,1,0,0,0
37,1,0,0,0,0,0,0,23,7,0,0,0,0
81,3,11,0,9,2,12,4,53,40,1508,50,1,0
0,0,0,0,0,0,0,0,0,0,320,18,0,0
0,0,0,0,0,0,0,0,2,11,59,6,1,1
0,0,0,0,0,0,0,0,0,0,36,5,0,0
0,0,2,1,0,0,5,0,2,5,43,4,0,0
0,0,0,0,0,0,0,0,0,0,33,6,2,0
0,0,1,0,0,0,1,0,0,0,39,2,1,0
1,1,2,0,0,0,5,1,0,4,36,4,0,2
0,0,0,0,0,0,0,0,0,0,29,4,0,0
9,1,3,2,4,1,3,1,6,9,50,2,0,0
0,0,1,0,0,0,0,1,0,0,126,7,0,0
0,0,0,0,0,0,0,0,0,0,46,4,0,0
0,0,0,0,0,0,0,0,0,0,55,2,0,0
0,0,0,0,0,0,0,0,0,0,38,2,0,0
0,0,0,0,0,0,0,0,0,0,35,1,0,0
0,0,0,0,0,0,0,0,0,0,30,2,0,0
0,0,0,0,0,0,0,0,0,0,44,2,0,0
0,0,0,0,0,0,0,0,0,0,32,2,0,0
