monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
70,4,4,2,1,1,20,0,4,12,42,3,1,7
131,4,19,4,10,1,57,1,19,49,8,1,1,2
279,4,9,7,8,1,21,1,67,91,4,0,1,2
191,4,7,2,5,1,16,4,20,40,2,2,1,0
74,3,5,2,2,1,17,1,7,6,52,4,0,0
141,4,2,0,2,1,0,0,47,90,5,2,1,4
99,3,0,0,0,0,0,1,21,62,6,1,0,1
133,5,10,4,6,1,56,2,24,76,20,1,0,17
197,4,10,1,9,2,42,0,51,162,1,1,0,2
119,5,69,17,53,2,533,2,101,419,29,7,0,0
24,4,16,2,12,1,91,3,25,62,43,3,0,2
10,1,0,0,0,0,0,1,2,11,6,2,0,1
48,2,9,2,6,1,46,2,17,59,47,2,0,2
49,2,4,1,2,1,16,0,10,39,11,3,0,1
8,3,4,2,3,1,14,4,9,22,12,1,0,3
26,2,11,1,6,1,27,1,15,30,13,6,0,5
63,5,12,3,10,1,49,0,27,74,16,3,0,3
143,4,31,5,29,1,131,3,76,209,19,3,0,5
105,4,14,3,12,2,58,6,35,115,11,4,0,2
176,6,17,5,12,2,135,8,52,234,10,2,1,0
99,4,2,2,2,2,15,2,26,75,11,3,0,12
313,5,7,0,7,1,14,0,18,53,14,4,0,0
290,5,83,12,68,3,545,9,142,518,17,3,0,1
14,2,6,0,7,3,33,0,12,59,16,2,0,0
33,4,6,1,5,1,30,3,9,22,13,0,0,1
15,1,1,0,0,0,7,2,0,1,6,0,1,0
77,2,21,1,18,2,97,5,49,147,19,2,0,1
40,2,8,0,11,2,56,1,24,90,13,0,0,0
25,1,2,1,1,1,16,5,2,27,10,3,1,0
53,1,9,0,6,1,57,10,11,57,11,5,0,1
91,1,26,0,29,1,161,11,46,168,11,2,0,0
58,3,16,1,14,1,96,10,25,92,15,3,0,2
6,1,4,0,4,1,20,3,9,26,12,2,0,1
49,2,18,2,13,1,142,4,25,101,18,1,0,0
36,1,13,1,13,1,86,5,24,100,20,1,0,4
43,1,10,0,10,1,58,2,24,78,9,1,0,0
31,3,14,4,7,1,88,6,18,82,23,3,0,0
26,2,3,0,8,1,17,5,15,46,10,2,0,0
0,0,1,0,0,0,1,0,0,0,9,2,0,0
6,2,1,0,1,1,4,1,2,3,13,1,0,1
9,1,1,0,1,1,4,3,6,25,5,1,0,0
19,1,3,1,3,1,15,0,4,8,19,4,0,0
11,1,2,0,2,1,22,1,3,12,14,3,0,0
3,1,3,0,2,1,22,2,4,17,13,4,0,0
11,2,9,0,9,1,59,4,12,58,13,1,0,0
0,0,1,0,0,0,1,2,2,9,21,2,0,1
2,1,3,0,2,1,16,3,8,19,13,5,1,1
4,2,5,1,4,2,28,0,6,15,24,1,0,1
18,2,11,1,10,2,66,1,15,61,15,0,0,0
10,3,10,1,9,1,41,5,12,28,9,4,1,0
20,4,11,0,11,1,56,3,25,85,13,6,0,0
4,2,2,0,2,1,10,0,4,11,17,4,0,0
2,1,2,0,2,1,8,1,4,9,14,1,0,2
9,2,8,0,8,1,28,0,9,22,3,1,0,0
47,3,24,2,21,1,73,1,30,51,8,0,0,0
