monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,2,1,0,0,0,1,0,0,0,2,0,0,0
25,1,0,0,1,1,1,0,1,1,1,0,2,0
12,1,0,0,0,0,0,0,1,2,3,0,2,0
6,1,0,0,0,0,0,0,1,10,0,0,1,0
5,2,0,0,0,0,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,1,0
15,2,1,0,1,1,0,0,6,24,3,1,0,0
68,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1,1,0,1,1,0,0,5,10,1,0,1,0
9,1,0,0,0,0,0,0,1,4,1,0,0,0
0,0,0,0,0,0,0,0,2,17,3,1,1,0
6,1,0,0,0,0,0,0,0,0,3,2,0,0
16,2,1,0,1,1,2,0,8,47,7,0,1,0
27,4,4,0,4,1,8,0,8,13,9,4,0,0
28,5,6,0,6,1,44,0,11,37,14,1,2,0
15,1,0,0,0,0,0,0,2,6,8,1,1,0
79,1,1,0,1,1,0,0,5,30,13,3,1,0
85,2,1,0,1,1,6,1,10,45,23,4,0,1
51,1,0,0,0,0,0,0,13,59,32,3,0,0
13,1,1,1,0,0,2,0,8,32,39,3,0,0
32,3,3,0,3,1,0,0,18,83,82,10,1,0
20,1,0,0,0,0,0,0,17,68,50,7,0,1
13,2,0,0,0,0,0,1,10,42,63,4,0,0
33,3,2,1,1,1,2,2,19,93,67,9,0,0
8,3,1,0,1,1,2,1,7,27,57,9,0,0
9,1,1,0,0,0,0,1,7,29,61,9,0,2
31,1,0,0,0,0,0,0,5,16,57,5,0,1
45,2,3,2,1,1,0,0,30,132,60,6,0,1
86,2,1,1,1,1,0,4,28,162,82,10,0,1
42,3,4,1,2,1,19,4,22,128,79,21,0,3
6,3,4,1,0,0,5,3,8,36,79,12,0,1
52,5,6,3,7,1,28,6,19,56,80,12,0,0
44,3,3,1,2,1,4,3,29,149,95,9,0,0
28,4,4,0,2,1,15,13,20,75,63,11,0,0
1,1,1,0,0,0,0,7,1,24,71,8,0,0
4,4,4,0,0,0,0,10,0,29,64,10,0,0
5,2,3,0,0,0,7,9,1,12,80,13,0,3
2,1,2,0,0,0,0,6,1,7,75,9,1,0
0,0,1,3,0,0,0,5,3,14,66,16,0,0
0,0,2,0,0,0,4,5,0,10,54,7,0,1
4,3,3,0,0,0,3,8,0,9,75,14,0,1
