monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
24,2,0,0,0,0,0,0,1,6,39,2,0,1
58,5,5,0,3,1,35,0,8,40,57,6,0,0
22,4,4,1,3,1,46,0,13,66,44,3,0,1
4,3,2,0,2,1,20,0,2,10,32,2,1,0
30,4,4,1,3,1,14,0,9,23,61,5,0,2
26,3,4,0,3,1,43,0,15,78,54,7,0,0
14,2,3,2,2,1,21,1,6,32,52,5,1,0
9,3,4,0,2,1,63,0,4,28,42,3,0,1
7,1,2,0,0,0,4,0,1,1,117,4,0,5
49,5,2,1,4,1,15,2,22,123,86,2,0,0
5,3,7,5,2,2,69,0,11,36,64,9,0,0
3,3,2,0,2,1,7,1,6,14,44,7,0,1
29,5,4,0,3,1,16,5,18,110,49,8,1,0
24,5,4,1,3,1,22,0,8,34,41,12,0,0
2,2,4,0,1,1,14,1,8,32,44,8,0,0
5,5,3,0,4,1,14,2,8,32,38,3,0,0
1,1,2,0,1,1,14,1,4,10,62,4,0,1
7,3,2,0,2,1,8,1,6,28,54,3,0,2
22,6,17,1,14,3,53,1,17,32,53,4,0,1
15,5,15,2,12,2,58,0,16,34,56,11,0,1
12,5,5,1,5,3,6,0,15,44,67,8,0,1
23,9,12,1,10,3,53,0,19,48,59,7,0,3
15,9,14,1,12,2,40,1,19,39,47,15,0,1
9,6,11,3,5,2,41,2,15,49,34,13,1,0
0,0,5,1,0,0,18,0,4,30,42,7,0,1
15,9,8,0,7,2,33,2,10,65,42,10,0,1
5,3,10,1,4,2,41,0,7,13,52,10,0,2
0,0,5,1,0,0,15,1,3,11,50,6,0,3
6,5,5,2,5,1,67,1,10,61,47,16,0,8
2,2,3,3,1,1,13,0,8,19,43,7,0,2
