monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
46,8,5,0,5,1,0,0,13,8,342,41,2,0
76,3,1,0,1,1,0,0,34,78,91,12,0,0
68,3,5,0,5,1,0,0,45,173,67,15,1,1
41,4,5,0,5,1,0,1,33,77,37,16,0,1
21,5,7,1,5,1,10,0,32,107,54,12,1,0
57,3,3,1,3,1,10,0,28,49,50,9,0,2
75,6,9,0,9,2,28,0,33,61,39,14,1,1
27,8,4,2,2,1,2,0,33,41,35,13,2,2
19,6,4,1,1,1,5,3,12,42,29,8,2,2
19,3,2,2,2,1,5,0,24,39,28,12,2,0
19,5,3,2,1,1,2,3,8,31,26,14,1,4
18,4,2,0,1,1,4,3,6,12,28,8,2,1
15,5,5,4,1,1,2,1,8,5,41,11,0,0
15,7,3,1,2,1,10,3,7,18,38,9,0,2
22,5,0,0,0,0,0,3,50,116,34,11,0,10
25,5,6,2,2,1,4,2,22,35,38,16,1,5
47,7,11,10,0,0,0,1,35,18,82,18,0,2
49,9,2,5,0,0,2,4,23,59,65,10,0,1
153,11,5,2,3,2,6,6,40,53,51,20,2,0
170,16,0,1,0,0,2,1,40,89,58,24,0,1
126,15,0,0,0,0,0,6,31,36,35,18,2,0
109,13,2,1,0,0,0,1,26,31,62,16,0,1
81,12,3,0,3,2,8,3,50,182,48,21,0,0
38,10,2,1,2,1,10,2,15,47,55,24,0,2
69,13,2,0,0,0,7,1,25,66,72,17,0,1
73,10,2,2,1,1,4,3,113,338,63,14,0,1
46,12,0,1,0,0,5,4,77,190,58,25,1,0
62,11,1,1,0,0,0,5,106,354,53,22,0,2
