monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
74,4,7,2,6,1,57,1,9,50,32,3,0,0
26,3,3,0,2,1,10,0,3,6,16,2,0,0
165,2,15,0,15,1,130,1,18,79,12,0,0,0
33,2,3,0,4,1,22,0,8,21,9,1,0,0
1,1,0,0,0,0,0,0,0,0,7,0,0,0
106,2,15,0,14,1,46,1,20,74,12,3,1,0
54,3,3,0,3,1,4,0,3,2,15,2,1,0
87,4,12,0,13,1,38,0,21,23,14,2,0,1
53,2,5,0,4,1,35,0,5,13,7,1,0,1
51,3,9,1,7,1,32,0,10,32,34,1,0,0
112,2,25,1,24,1,52,1,39,75,17,1,0,1
53,3,7,0,7,1,38,1,8,17,8,2,0,0
13,3,3,1,4,1,13,0,8,23,6,0,0,2
51,5,12,0,12,2,90,0,13,47,23,1,0,2
126,4,34,2,31,2,233,2,44,283,25,0,0,1
143,4,35,2,31,3,253,1,41,153,9,1,0,1
151,4,32,1,33,3,179,1,45,128,9,2,1,0
84,5,26,1,25,3,190,0,31,125,11,2,1,0
6,1,1,0,0,0,12,0,0,0,13,0,0,0
5,1,0,0,0,0,0,0,0,0,9,0,1,0
13,5,2,0,2,2,12,0,2,12,16,0,0,0
5,2,2,0,0,0,5,0,1,2,9,0,0,1
0,0,0,0,0,0,0,0,1,2,14,0,0,2
1,1,2,1,0,0,13,0,2,14,13,1,0,2
18,2,1,2,0,0,16,0,2,13,14,0,0,1
44,4,8,2,7,1,56,0,13,25,8,2,0,2
37,4,8,1,7,1,43,0,8,28,7,3,0,0
80,5,24,2,24,2,62,1,31,58,16,0,0,1
68,2,12,0,10,2,62,1,26,129,29,2,0,7
37,4,11,1,12,2,34,1,21,59,8,0,1,6
120,3,32,7,25,2,64,0,37,46,12,1,0,4
171,4,41,6,32,2,112,3,42,72,15,2,0,0
116,4,26,4,26,2,42,2,38,81,25,1,0,0
