monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
49,1,2,1,1,1,0,0,2,0,2,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0
117,5,9,0,9,2,12,1,26,75,445,29,2,0
84,1,7,0,7,1,0,0,8,1,67,5,3,0
18,1,1,0,1,1,0,0,1,0,14,2,0,0
72,1,0,0,0,0,0,0,4,8,20,1,0,0
33,1,0,0,0,0,0,0,2,7,16,2,1,0
13,1,0,0,0,0,0,0,0,0,19,2,0,0
6,1,0,0,0,0,0,0,1,2,10,2,0,0
23,2,1,0,1,1,6,0,3,9,21,3,1,0
4,1,0,0,0,0,0,0,0,0,26,2,1,0
7,2,0,0,0,0,0,0,0,0,22,1,0,0
11,1,0,0,0,0,0,0,1,4,8,2,0,0
59,1,0,0,0,0,0,0,2,16,11,1,0,0
36,1,0,0,0,0,0,0,0,0,24,0,0,0
7,1,0,0,0,0,0,0,0,0,19,1,0,0
24,1,0,0,0,0,0,0,1,4,24,2,0,0
21,1,0,0,0,0,0,0,0,0,21,1,0,0
36,1,0,0,0,0,0,0,3,29,101,4,1,0
49,2,0,0,0,0,0,0,5,10,77,3,1,0
80,4,2,0,2,1,4,0,9,24,24,3,0,1
22,1,0,0,0,0,0,0,2,5,57,3,0,0
0,0,1,1,0,0,4,0,3,9,38,3,0,0
15,1,0,0,0,0,0,0,8,30,17,0,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,0
38,1,0,0,0,0,0,0,7,33,50,1,0,0
80,1,0,0,0,0,0,0,6,23,67,3,0,0
11,1,0,0,0,0,0,0,0,0,37,3,1,0
38,1,0,0,0,0,0,0,4,24,18,0,0,0
15,1,0,0,0,0,0,0,1,8,89,1,0,0
15,1,0,0,0,0,0,0,2,2,29,0,0,0
9,1,0,0,0,0,0,0,1,2,30,3,0,0
64,1,0,0,0,0,0,0,1,0,26,2,0,1
14,1,0,0,0,0,0,0,1,4,32,5,0,0
64,2,3,1,2,1,12,1,9,51,23,3,0,0
61,2,1,0,0,0,8,0,2,4,37,2,0,0
16,1,0,0,1,1,8,0,3,12,22,2,0,1
1,1,1,0,1,1,2,0,1,1,30,1,0,0
73,2,2,1,1,1,0,0,4,17,47,3,0,1
14,1,0,0,0,0,0,0,0,0,48,2,0,0
0,0,1,1,0,0,6,0,2,4,44,2,0,0
0,0,0,0,0,0,0,0,0,0,23,4,0,0
13,1,0,0,0,0,0,0,2,3,29,1,0,0
4,1,0,0,0,0,0,0,1,1,44,0,0,1
0,0,0,0,0,0,0,0,0,0,22,1,0,0
11,2,4,1,3,1,12,2,9,24,32,3,0,0
4,1,0,0,0,0,0,0,6,26,33,4,0,0
0,0,0,0,0,0,0,1,0,8,20,0,0,0
19,2,1,0,1,1,2,0,9,17,32,1,0,0
