monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
48,4,3,0,3,1,10,0,10,22,144,5,3,1
12,4,3,0,3,1,4,0,5,10,47,6,2,1
6,4,3,1,2,1,12,0,7,12,138,6,1,0
10,3,3,1,2,1,12,0,6,17,86,5,2,3
16,4,6,0,4,1,18,0,7,9,64,6,4,0
34,8,11,3,10,1,24,0,30,50,187,11,2,9
31,4,5,0,3,1,5,1,10,28,132,6,2,1
65,4,11,9,3,1,22,0,28,78,112,13,0,3
36,2,1,1,1,1,1,0,36,148,98,4,0,3
65,4,5,3,2,1,6,0,24,82,92,9,0,2
31,4,4,3,0,0,6,0,13,34,88,14,1,2
13,3,3,2,1,1,9,1,9,39,80,12,0,0
12,3,1,2,0,0,5,0,13,22,80,7,0,1
0,0,1,0,0,0,8,0,1,1,48,9,2,0
3,1,2,1,0,0,4,0,3,7,58,5,0,3
0,0,1,0,0,0,1,0,0,0,75,9,0,3
58,4,2,3,2,1,15,0,57,169,67,16,2,3
91,11,6,3,3,1,10,0,48,85,422,30,1,0
51,11,5,3,2,1,10,0,39,77,175,14,0,0
36,6,2,0,1,1,8,0,13,20,122,13,1,0
40,6,0,0,1,1,6,0,14,25,138,12,2,0
18,4,1,0,1,1,2,0,7,15,88,7,0,0
30,4,1,0,1,1,2,0,21,44,128,8,0,0
17,1,0,0,0,0,0,1,9,15,98,5,0,0
7,2,1,0,0,0,0,0,11,19,82,8,0,2
7,3,1,0,0,0,1,0,7,21,90,8,0,0
26,3,1,2,0,0,0,0,22,38,84,9,0,2
1,1,0,0,0,0,0,0,2,2,65,18,0,2
50,4,2,2,0,0,5,0,26,85,72,10,0,0
24,4,2,2,1,1,6,0,11,14,77,13,0,1
29,8,0,0,0,0,0,0,10,19,81,12,1,0
9,1,1,1,0,0,0,0,5,4,69,8,0,0
0,0,0,0,0,0,0,0,0,0,64,4,0,0
0,0,0,0,0,0,0,0,0,0,47,4,0,0
0,0,1,0,0,0,2,1,2,2,74,9,0,0
0,0,0,0,0,0,0,0,5,0,72,5,0,0
0,0,0,0,0,0,0,0,0,0,62,3,0,0
38,1,0,0,0,0,0,0,0,0,53,7,0,1
63,3,0,0,0,0,0,0,12,17,169,14,0,0
30,4,1,1,0,0,2,1,17,24,90,12,0,1
15,3,0,0,0,0,0,1,9,20,105,12,0,0
48,3,0,1,0,0,2,2,50,92,94,13,0,0
2,2,0,0,0,0,0,3,1,3,70,9,0,0
3,3,0,0,0,0,0,0,1,1,82,6,0,0
32,2,0,0,0,0,0,0,16,19,116,8,0,0
0,0,0,0,0,0,0,2,0,3,73,3,0,1
28,4,0,0,0,0,0,0,13,17,107,10,0,0
18,6,1,1,0,0,2,0,10,5,104,12,0,0
32,4,0,0,0,0,0,1,12,46,101,9,0,0
1,1,0,0,0,0,0,1,0,4,63,9,0,0
7,4,1,0,1,1,0,5,1,6,92,10,0,0
