monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
41,1,3,0,3,1,0,0,3,0,0,0,0,0
78,1,0,0,0,0,0,0,0,0,3,1,1,1
18,1,0,0,0,0,0,0,0,0,2,1,2,0
30,2,2,1,1,1,18,0,5,11,7,3,0,0
60,1,0,0,0,0,0,0,11,48,2,2,0,0
47,1,1,0,1,1,0,0,7,9,6,2,0,0
130,5,10,0,10,1,28,0,26,101,13,3,1,0
68,4,3,0,3,1,4,0,8,35,8,1,0,1
34,1,0,0,0,0,0,0,11,72,11,1,0,3
69,3,4,1,3,1,0,0,25,137,13,10,0,0
111,5,11,3,8,1,16,0,32,119,10,5,1,2
73,2,2,0,1,1,2,0,10,36,12,2,0,0
131,4,7,2,6,1,10,0,20,77,24,3,1,0
107,4,5,0,4,1,14,0,19,53,42,5,2,1
35,1,0,0,0,0,0,0,11,30,38,9,0,0
34,3,3,1,3,1,2,0,27,129,26,9,0,1
23,1,0,0,0,0,0,0,19,83,23,9,2,0
57,2,3,1,1,1,6,0,33,109,27,9,0,1
2,1,0,0,0,0,0,0,10,20,31,10,1,0
56,2,2,1,2,1,4,0,36,158,33,7,2,0
200,4,5,0,4,1,8,0,54,200,38,7,0,0
64,2,2,0,2,1,0,0,30,93,46,9,4,0
26,1,0,0,0,0,0,1,33,77,75,10,0,0
16,1,0,0,0,0,0,0,14,35,25,11,1,0
23,1,0,0,0,0,0,0,13,35,22,5,0,0
18,1,0,0,0,0,0,0,22,56,31,5,1,0
1,1,0,0,0,0,0,0,5,11,19,8,0,0
12,2,1,0,1,1,2,0,9,12,23,3,2,0
2,1,0,0,0,0,0,1,13,34,21,4,0,0
41,1,1,0,1,1,0,0,21,53,59,5,2,0
0,0,0,0,0,0,0,0,3,4,33,5,1,0
