monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
138,8,33,7,20,2,167,0,57,136,85,23,4,12
83,7,27,10,18,2,97,0,60,149,39,14,4,4
111,7,31,12,17,2,98,1,75,217,49,17,5,10
101,5,11,4,5,1,66,1,73,287,30,8,3,8
68,5,20,10,9,1,143,1,64,208,24,7,4,20
151,6,28,8,19,2,152,3,90,225,33,10,5,15
102,9,31,20,12,2,262,1,94,326,24,19,3,11
82,5,24,15,10,2,262,1,75,367,24,14,2,15
152,5,28,11,12,1,308,2,188,704,45,30,2,15
111,7,20,15,9,1,189,3,96,467,40,21,5,12
252,7,22,15,7,1,908,0,73,634,45,16,5,11
225,6,19,12,11,1,176,2,90,375,45,52,2,6
252,8,25,11,12,1,179,1,71,260,39,114,5,11
140,8,13,6,9,1,83,3,56,185,42,52,4,23
150,4,29,11,14,1,155,3,71,239,39,56,3,8
148,7,40,23,13,1,166,5,92,243,62,49,5,3
121,5,11,8,6,1,43,3,74,130,51,17,5,7
150,4,10,3,5,1,54,3,64,172,21,10,3,10
69,3,7,7,1,1,104,1,31,124,28,9,2,9
186,4,21,10,5,1,67,1,56,98,40,28,5,16
192,4,11,9,7,1,84,0,46,132,34,12,1,16
138,7,22,16,2,1,137,1,79,264,92,14,2,11
129,6,18,16,2,1,123,3,64,176,67,16,3,3
86,1,12,11,2,1,54,2,37,111,51,21,3,4
99,1,9,3,3,1,27,6,34,106,63,16,3,4
66,1,5,4,2,1,13,3,33,105,33,7,2,6
91,1,6,4,2,1,11,8,67,158,27,10,0,9
83,2,4,6,0,0,39,28,60,142,48,18,2,5
68,2,18,9,3,2,31,18,58,113,40,17,3,6
