monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
18,1,0,0,0,0,0,1,1,4,15,2,2,2
30,2,2,0,1,1,8,0,4,12,29,1,4,0
21,2,2,2,1,1,16,0,7,24,37,10,1,0
38,5,5,0,5,1,0,0,14,20,26,9,1,0
23,2,1,0,1,1,4,0,9,39,44,6,3,4
6,1,1,0,0,0,6,0,6,43,22,4,1,4
107,5,12,4,7,1,34,0,20,42,23,10,2,5
126,5,19,4,11,1,46,0,21,58,21,5,1,0
74,4,6,5,6,1,20,0,16,53,34,6,1,0
29,3,1,0,1,1,0,0,4,4,27,3,1,0
6,1,1,0,0,0,3,1,5,20,36,4,3,1
37,3,3,0,2,1,10,1,14,73,30,5,0,1
21,2,4,1,2,1,11,1,19,65,23,7,1,2
39,5,12,1,10,1,39,0,23,68,16,2,1,2
32,5,5,2,4,1,22,0,17,78,21,5,1,5
45,4,3,2,2,1,9,1,11,23,50,10,3,3
68,3,11,5,5,1,44,3,48,203,183,18,1,0
60,7,12,3,7,1,39,2,31,155,69,12,1,2
24,3,11,0,4,1,33,0,26,113,91,19,0,5
31,7,11,2,12,1,28,0,29,65,47,12,1,5
24,7,23,5,21,1,34,0,43,97,30,6,2,1
18,6,12,5,8,1,20,0,32,137,32,9,2,0
27,5,5,1,4,1,8,0,28,129,36,6,0,0
9,4,5,0,4,1,42,0,10,108,49,11,0,1
29,3,9,0,7,1,33,1,21,105,64,18,0,2
20,3,10,1,9,1,32,0,15,42,51,8,1,3
45,5,11,2,9,1,38,1,26,110,22,10,1,0
11,2,5,3,3,1,12,1,13,35,28,7,0,1
25,4,2,0,3,1,8,1,13,57,44,5,1,2
9,4,4,1,3,1,9,1,13,77,30,12,2,2
21,5,8,2,4,1,13,1,25,111,40,9,0,0
33,6,4,2,6,1,19,0,18,79,32,5,0,0
32,2,6,0,5,1,15,1,30,115,31,11,0,2
22,3,6,0,3,1,14,0,7,21,51,7,0,1
20,9,14,2,12,1,49,0,27,81,56,9,0,2
22,4,5,1,5,1,13,2,23,90,33,5,2,4
15,4,9,2,5,1,28,4,20,81,76,9,0,4
84,7,6,4,8,1,38,5,33,139,88,11,0,6
146,9,19,4,14,1,36,0,52,139,39,12,2,6
27,5,16,6,10,1,57,2,21,45,39,13,1,3
35,4,24,6,17,1,54,2,39,82,36,7,0,6
