monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
64,2,13,0,13,2,14,0,19,7,0,0,0,2
12,2,6,0,6,2,8,2,8,12,0,0,1,1
187,6,84,2,81,2,118,1,105,120,189,6,2,1
102,4,50,1,49,2,107,0,69,81,131,9,1,0
30,3,15,1,14,2,33,0,26,35,121,7,1,0
44,3,28,0,28,2,83,0,44,92,191,8,0,0
70,3,46,0,46,2,84,0,73,105,62,6,0,0
48,2,30,0,30,2,56,0,58,80,60,4,0,0
9,3,6,0,6,2,10,1,13,26,58,3,0,1
35,2,23,0,24,2,25,1,41,56,81,2,0,0
45,5,32,1,30,2,28,3,44,68,67,4,0,0
8,5,7,0,7,2,12,2,13,31,88,4,0,0
5,2,4,0,4,2,4,1,8,9,78,6,0,0
0,0,1,0,0,0,2,1,3,3,39,5,1,1
1,1,0,0,1,1,2,1,2,3,39,0,0,1
20,3,11,1,9,2,9,0,20,25,52,8,1,1
5,3,5,1,3,2,6,1,8,23,32,1,0,0
3,2,2,1,3,1,17,0,6,16,44,4,0,0
0,0,0,0,0,0,0,0,0,0,25,1,1,0
0,0,1,0,1,1,6,0,3,6,35,2,0,1
1,1,6,0,4,2,25,0,6,8,29,1,0,0
10,1,9,1,7,2,29,0,18,34,33,3,1,2
2,2,2,0,2,2,13,0,5,19,27,0,0,3
6,1,0,2,0,0,15,2,11,27,40,0,1,0
3,1,16,3,14,2,26,1,25,45,21,2,0,1
0,0,2,0,2,1,6,1,2,3,8,1,0,0
2,2,7,1,7,2,2,0,15,27,38,5,0,0
84,2,6,0,5,2,12,1,121,197,14,0,0,1
24,3,13,0,13,1,3,2,17,19,9,3,0,1
42,3,28,1,25,2,28,1,41,43,21,1,0,0
27,6,19,1,19,3,30,1,33,36,18,5,0,0
2,2,1,0,1,1,0,1,4,10,13,4,1,3
4,1,2,0,0,0,3,1,2,11,30,5,0,1
56,4,45,3,42,2,47,2,69,61,15,3,0,4
39,4,23,1,24,2,42,4,35,73,80,2,0,5
34,5,30,4,26,1,35,2,60,68,38,5,1,1
15,2,16,5,11,1,28,2,25,42,15,1,0,3
72,9,42,1,42,2,63,12,79,151,239,7,0,1
22,7,23,3,18,2,60,7,39,186,78,6,0,1
15,5,10,1,8,2,18,11,24,92,74,5,0,0
30,8,22,1,20,2,63,11,30,88,86,10,0,2
3,2,2,0,2,2,10,11,5,24,77,4,0,1
15,8,15,2,11,2,70,17,24,128,68,15,0,2
17,7,16,1,13,2,30,14,22,56,54,5,0,3
20,6,12,2,12,2,15,4,24,59,156,9,0,0
8,5,8,3,4,2,17,8,11,33,100,12,0,1
1,1,3,0,1,1,14,5,10,21,40,2,0,5
15,3,6,1,1,1,17,6,4,8,40,9,0,2
31,10,19,5,20,3,92,12,35,93,55,8,0,1
28,8,19,2,20,3,52,8,31,76,75,8,0,0
16,10,17,1,15,2,76,11,40,164,62,8,0,2
